회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원),현금및현금성자산의 증가(IFRS연결)(천원),감가상각비(IFRS연결)(천원),개발비상각(IFRS연결)(천원),기타무형자산상각비(IFRS연결)(천원)
(주)MH에탄올,023150,2013/12,"6,114,050","-4,783,523","-1,818,277","109,456","3,458,341",0,"23,366"
(주)MH에탄올,023150,2014/12,"5,159,224","-4,570,335","-40,343,385","-101,359","827,315",0,290
(주)MH에탄올,023150,2015/12,"13,384,066","2,896,164","-13,157,831","3,152,018","1,133,492",0,290
(주)MH에탄올,023150,2016/12,"12,245,831","1,461,767","-15,501,541","-1,793,943","1,167,928",0,290
(주)MH에탄올,023150,2017/12,"3,336,890","-25,459,599","35,571,882","13,449,173","2,853,550",0,"1,714"
(주)MH에탄올,023150,2018/12,"-11,269,669","40,276,387","-36,917,995","-7,911,278","12,243,483",0,"10,000"
(주)MH에탄올,023150,2019/12,"11,368,931","-3,854,102","-5,342,979","2,171,850","13,554,462",0,"10,000"
(주)MH에탄올,023150,2020/12,"18,985,796","-6,483,966","-9,089,875","3,411,955","15,042,089",0,"10,000"
(주)MH에탄올,023150,2021/12,"26,371,475","-2,714,918","-9,563,109","14,093,172","14,841,721",0,"10,630"
(주)MH에탄올,023150,2022/12,"16,477,364","-16,817,578","-11,299,564","-11,639,778","14,512,373",0,"8,579"
(주)MH에탄올,023150,2023/12,"19,203,342","1,533,262","-9,563,446","11,172,699","14,264,953",0,"1,080"
(주)MH에탄올,023150,2024/12,"16,998,921","-3,915,446","-11,311,920","1,771,554","14,637,981",0,"1,080"
(주)MH에탄올,023150,2025/12,"23,086,411","-11,255,270","-28,104,813","-16,273,672","12,230,519",0,"1,080"
(주)SH에너지화학,002360,2013/12,"5,949,724","-1,945,785","-689,969","3,343,596","1,952,417",0,"273,003"
(주)SH에너지화학,002360,2014/12,"24,749,424","-2,050,449","-20,288,485","2,261,960","1,947,708",0,"305,744"
(주)SH에너지화학,002360,2015/12,"24,630,676","-4,985,240","-7,798,670","11,853,889","2,031,956",0,"282,706"
(주)SH에너지화학,002360,2016/12,"11,685,757","3,930,942","-8,723,234","6,801,490","2,009,503",0,"274,428"
(주)SH에너지화학,002360,2017/12,"14,208,400","-1,347,063","-6,093,691","6,668,383","2,072,739",0,"191,842"
(주)SH에너지화학,002360,2018/12,"5,202,762","-4,046,569","-4,917,195","-3,721,597","2,121,978",0,"204,453"
(주)SH에너지화학,002360,2019/12,"16,081,690","-6,337,450","1,774,177","11,405,934","2,299,868",0,"222,761"
(주)SH에너지화학,002360,2020/12,"4,213,790","-11,976,245","164,900","-7,828,286","2,376,710",0,"234,719"
(주)SH에너지화학,002360,2021/12,"-3,788,840","-9,604,190","-297,147","-13,482,214","2,444,391",0,"230,630"
(주)SH에너지화학,002360,2022/12,"-2,342,285","-2,724,499","2,639,757","-2,435,960","2,517,890",0,"205,784"
(주)SH에너지화학,002360,2023/12,"4,263,568","4,117,688","-2,194,933","6,211,812","2,665,986",0,"92,802"
(주)SH에너지화학,002360,2024/12,"-4,720,371","1,157,560","-974,638","-4,035,805","2,366,003",0,"77,425"
(주)SH에너지화학,002360,2025/12,"-3,906,704","1,227,787","-777,532","-3,699,122","1,945,485",0,"54,783"
(주)SIMPAC,009160,2013/12,"12,060,558","-49,795,709","23,306,146","-14,417,196","3,529,867",0,0
(주)SIMPAC,009160,2014/12,"34,443,800","10,539,189","-28,130,371","16,999,820","5,336,935",0,0
(주)SIMPAC,009160,2015/12,"10,256,628","-15,982,486","3,951,056","-1,586,584","5,504,898",0,"103,612"
(주)SIMPAC,009160,2016/12,"35,245,662","-4,526,973","-4,452,346","26,900,227","5,753,899",0,"112,111"
(주)SIMPAC,009160,2017/12,"-9,543,549","-377,362","-10,260,990","-21,120,715","6,769,298",0,"13,254"
(주)SIMPAC,009160,2018/12,"37,360,242","34,396,141","10,049,492","81,695,078","9,561,040",0,"172,548"
(주)SIMPAC,009160,2019/12,"37,470,315","-30,908,323","9,041,402","15,400,004","13,158,503",0,"347,858"
(주)SIMPAC,009160,2020/12,"-17,042,761","13,776,882","3,380,907","-4,136,523","12,724,901",0,"365,630"
(주)SIMPAC,009160,2021/12,"63,747,133","3,089,555","25,828,856","94,789,846","11,814,980",0,"374,410"
(주)SIMPAC,009160,2022/12,"2,972,365","-36,962,358","25,020,057","-9,267,526","9,540,744",0,"47,350"
(주)SIMPAC,009160,2023/12,"64,061,408","-15,514,541","75,452,581","123,935,209","10,904,180",0,"921,560"
(주)SIMPAC,009160,2024/12,"-20,757,668","-90,577,824","-92,777,643","-203,188,201","11,254,609",0,"1,289,655"
(주)SIMPAC,009160,2025/12,"48,449,677","-77,539,410","83,139,012","53,517,180","13,775,094",0,"2,213,625"
(주)STX,011810,2013/12,"130,779,000","-28,285,000","-343,552,000","-240,654,000","22,544,000",0,"4,339,000"
(주)STX,011810,2014/12,"-76,097,000","44,980,000","77,015,000","46,135,000","8,687,000",0,"491,000"
(주)STX,011810,2015/12,"-15,950,000","42,142,000","-61,762,000","-34,277,000","7,747,000",0,"451,000"
(주)STX,011810,2016/12,"57,833,000","53,174,000","-140,896,000","-29,313,000","6,589,000",0,"318,000"
(주)STX,011810,2017/12,"100,295,000","47,311,000","-96,231,000","47,812,000","2,931,000",0,"99,000"
(주)STX,011810,2018/12,"-48,114,000","24,797,000","-28,778,000","-51,225,000","2,845,000",0,"104,000"
(주)STX,011810,2019/12,"528,000","-26,727,000","21,637,000","-4,254,000","5,496,000",0,"88,000"
(주)STX,011810,2020/12,"57,915,000","-12,083,000","-57,741,000","-13,905,000","9,337,000",0,"123,000"
(주)STX,011810,2021/12,"-12,528,000","1,726,000","2,746,000","-6,524,000","16,108,000",0,"143,000"
(주)STX,011810,2022/12,"-84,572,000","-16,846,000","99,770,000","-863,000","15,721,000",0,"177,000"
(주)STX,011810,2023/12,"-61,243,000","-2,253,000","91,986,000","29,641,000","10,276,000",0,"148,000"
(주)STX,011810,2024/12,"34,951,000","-6,898,000","-34,146,000","-3,399,000","7,356,000",0,0
(주)STX,011810,2025/12,"34,501,000","-16,481,000","-36,080,000","-18,398,000","7,575,000",0,0
(주)STX그린로지스,465770,2023/12,"547,546","-9,005,310","11,364,059","2,811,609","3,035,009",0,821
(주)STX그린로지스,465770,2024/12,"24,055,333","-35,784,758","23,160,913","11,172,020","15,119,138",0,"31,343"
(주)STX그린로지스,465770,2025/12,"16,535,914","744,243","-24,375,452","-6,650,256","30,876,463",0,"277,417"
(주)TCC스틸,002710,2013/12,"-29,220,038","12,243,850","15,086,672","-1,969,874","12,565,761",0,"94,159"
(주)TCC스틸,002710,2014/12,"-21,440,429","4,309,765","9,083,392","-7,949,005","13,471,440",0,"153,887"
(주)TCC스틸,002710,2015/12,"30,047,778","21,985,692","-47,690,562","4,560,858","10,551,124",0,"77,856"
(주)TCC스틸,002710,2016/12,"-35,273,178","87,996,322","-54,304,570","-1,509,577","6,381,218",0,0
(주)TCC스틸,002710,2017/12,"-1,168,958","272,218","998,322","-246,105","5,733,159",0,0
(주)TCC스틸,002710,2018/12,"21,492,009","-637,436","-6,479,222","14,580,141","5,336,285",0,0
(주)TCC스틸,002710,2019/12,"-6,746,810","-11,936,714","10,082,864","-8,278,046","6,394,809",0,0
(주)TCC스틸,002710,2020/12,"-5,592,098","-4,691,300","8,170,194","-1,071,384","6,709,850",0,"19,127"
(주)TCC스틸,002710,2021/12,"7,630,671","27,690,011","-7,758,386","27,838,517","7,392,269",0,"76,509"
(주)TCC스틸,002710,2022/12,"-12,037,744","-64,577,595","67,933,266","-9,146,867","7,109,081",0,"76,509"
(주)TCC스틸,002710,2023/12,"5,768,738","-100,750,359","88,625,183","-6,688,997","7,297,706",0,"76,509"
(주)TCC스틸,002710,2024/12,"17,931,820","-29,885,426","-6,907,095","-18,110,468","9,558,834",0,"76,509"
(주)TCC스틸,002710,2025/12,"24,989,427","-5,445,395","-927,729","18,576,069","16,142,779",0,"57,382"
(주)강원랜드,035250,2013/12,"424,407,127","-193,315,698","-152,767,943","78,301,518","75,904,466",0,"634,330"
(주)강원랜드,035250,2014/12,"510,413,141","-427,372,634","-147,999,469","-64,948,222","74,355,905",0,"1,279,579"
(주)강원랜드,035250,2015/12,"574,981,576","-398,949,073","-172,328,148","3,723,424","73,628,181",0,"698,501"
(주)강원랜드,035250,2016/12,"596,486,851","-411,462,350","-197,744,218","-12,719,717","74,816,572",0,"185,402"
(주)강원랜드,035250,2017/12,"463,050,000","-250,223,124","-200,251,608","12,574,597","74,166,480",0,"62,873"
(주)강원랜드,035250,2018/12,"363,918,692","-202,048,061","-202,353,847","-56,718,904","66,018,926",0,"66,339"
(주)강원랜드,035250,2019/12,"407,868,874","-211,308,893","-184,753,547","11,811,077","72,080,444",0,"248,449"
(주)강원랜드,035250,2020/12,"-655,676,332","844,645,283","-183,581,193","5,387,758","76,665,438",0,"642,518"
(주)강원랜드,035250,2021/12,"210,874,269","-73,863,428","3,335,306","140,346,147","78,636,670",0,"741,848"
(주)강원랜드,035250,2022/12,"420,172,246","-524,207,089","-1,303,699","-105,338,542","77,340,119",0,"855,760"
(주)강원랜드,035250,2023/12,"337,848,836","-202,685,724","-70,037,133","65,125,979","79,507,233",0,"978,183"
(주)강원랜드,035250,2024/12,"487,048,778","-178,055,305","-230,680,383","78,313,091","77,582,716",0,"892,166"
(주)강원랜드,035250,2025/12,"294,467,848","-94,373,934","-244,235,814","-44,141,900","83,696,080",0,"690,473"
(주)갤럭시아에스엠,011420,2013/12,"4,527,179","-9,658,129","444,977","-4,695,571","455,514",0,"8,270,598"
(주)갤럭시아에스엠,011420,2014/12,"-70,410","-458,207","-150,000","-679,705","541,460",0,"2,528,887"
(주)갤럭시아에스엠,011420,2015/12,"2,451,666","-3,398,195","20,349,626","19,407,184","563,202",0,"1,435,444"
(주)갤럭시아에스엠,011420,2016/12,"-1,195,544","-559,339","-958,600","-2,703,668","558,694",0,"725,409"
(주)갤럭시아에스엠,011420,2017/12,"-7,389,242","-1,969,493",0,"-9,452,961","139,792",0,"1,037,356"
(주)갤럭시아에스엠,011420,2018/12,"-2,809,869","1,068,801",0,"-1,779,317","128,707",0,"129,876"
(주)갤럭시아에스엠,011420,2019/12,"903,569","995,670","-2,068,359","-493,187","1,934,843",0,"50,000"
(주)갤럭시아에스엠,011420,2020/12,,,,,,,
(주)갤럭시아에스엠,011420,2021/12,,,,,,,
(주)갤럭시아에스엠,011420,2022/12,,,,,,,
(주)갤럭시아에스엠,011420,2023/12,,,,,,,
(주)갤럭시아에스엠,011420,2024/12,,,,,,,
(주)갤럭시아에스엠,011420,2025/12,,,,,,,
(주)경농,002100,2013/12,"18,563,319","-1,125,346","-27,230,933","-9,938,833","4,321,477",0,"81,529"
(주)경농,002100,2014/12,"14,706,590","-16,252,739","7,251,290","5,680,137","4,391,301",0,"81,272"
(주)경농,002100,2015/12,"-9,854,199","-14,264,573","23,083,006","-926,079","4,700,780",0,"92,687"
(주)경농,002100,2016/12,"15,996,174","-14,091,883","-7,381,227","-5,436,456","4,380,200",0,"96,983"
(주)경농,002100,2017/12,"15,815,332","-12,828,629","893,935","3,472,474","5,120,711",0,"99,333"
(주)경농,002100,2018/12,"10,607,249","-12,754,265","1,603,012","-556,440","5,767,040",0,"100,925"
(주)경농,002100,2019/12,"-1,020,171","6,297,614","-6,078,769","-436,720","7,012,067",0,"98,430"
(주)경농,002100,2020/12,"15,868,144","6,834,074","-20,879,610","1,474,528","7,167,826",0,"98,907"
(주)경농,002100,2021/12,"10,815,548","-5,751,218","7,383,203","13,028,507","6,870,960",0,"91,905"
(주)경농,002100,2022/12,"14,419,548","-10,911,023","12,875,295","16,154,507","6,616,548",0,"83,957"
(주)경농,002100,2023/12,"15,641,893","-5,887,992","-19,362,292","-9,533,582","7,861,426",0,"78,147"
(주)경농,002100,2024/12,"27,034,580","-23,488,854","6,159,200","9,929,631","8,167,071",0,"77,224"
(주)경농,002100,2025/12,"-7,727,992","-22,024,817","7,367,890","-24,331,163","10,317,834",0,"46,611"
(주)경동나비엔,009450,2013/12,"20,912,632","-67,412,813","22,496,757","-24,003,423","9,625,410",0,"1,408,715"
(주)경동나비엔,009450,2014/12,"-13,266,158","-38,148,799","50,436,010","2,759,299","10,729,406",0,"1,425,615"
(주)경동나비엔,009450,2015/12,"43,719,574","-7,238,540","-37,990,498","-1,509,465","13,378,698",0,"1,515,109"
(주)경동나비엔,009450,2016/12,"61,333,200","-22,069,978","-35,032,227","4,230,995","14,166,052",0,"1,793,700"
(주)경동나비엔,009450,2017/12,"20,111,583","-40,198,288","26,540,438","6,453,733","15,246,525",0,"1,336,152"
(주)경동나비엔,009450,2018/12,"-14,286,091","-44,715,979","56,483,023","-2,519,047","17,586,960",0,"1,190,513"
(주)경동나비엔,009450,2019/12,"78,554,868","-51,466,326","-33,520,665","-5,023,285","25,126,206",0,"1,409,010"
(주)경동나비엔,009450,2020/12,"57,625,120","-58,864,878","18,661,208","16,013,102","30,458,349",0,"1,649,575"
(주)경동나비엔,009450,2021/12,"80,668,519","-12,549,527","-63,079,200","7,165,798","36,630,424",0,"1,878,402"
(주)경동나비엔,009450,2022/12,"9,346,018","-56,545,758","79,208,865","33,293,925","42,762,938",0,"2,125,872"
(주)경동나비엔,009450,2023/12,"197,363,181","-76,523,999","-113,621,757","5,082,247","43,875,536",0,"2,675,492"
(주)경동나비엔,009450,2024/12,"52,521,651","-114,366,614","75,729,656","17,233,106","44,029,671",0,"3,342,987"
(주)경동나비엔,009450,2025/12,"71,173,203","-141,677,727","116,267,477","48,684,143","48,117,562",0,"4,694,936"
(주)경동도시가스,267290,2017/12,"19,371,687","-54,218,575","-856,859","-35,703,747","15,766,019",0,"1,688,202"
(주)경동도시가스,267290,2018/12,"120,705,226","-58,533,558","-4,857,492","57,314,176","21,469,563",0,"2,222,365"
(주)경동도시가스,267290,2019/12,"33,973,376","-46,540,342","-6,186,816","-18,753,781","23,376,996",0,"2,096,288"
(주)경동도시가스,267290,2020/12,"314,378","-24,924,821","-9,978,209","-34,588,651","24,262,304",0,"1,198,631"
(주)경동도시가스,267290,2021/12,"138,736,973","-36,584,133","-6,859,981","95,292,859","25,066,965",0,"921,369"
(주)경동도시가스,267290,2022/12,"52,602,626","-114,095,681","-7,369,781","-68,862,836","25,661,944",0,"890,095"
(주)경동도시가스,267290,2023/12,"-11,036,911","-26,148,874","-6,596,424","-43,782,209","26,089,784",0,"891,388"
(주)경동도시가스,267290,2024/12,"74,860,279","-41,244,568","-6,967,239","26,648,473","26,162,229",0,"943,968"
(주)경동도시가스,267290,2025/12,"56,390,723","-26,451,734","-7,099,095","22,839,894","26,333,542",0,"2,211,972"
(주)경동인베스트,012320,2013/12,"69,233,629","-38,215,830","-4,606,606","26,411,193","18,511,095",0,"514,493"
(주)경동인베스트,012320,2014/12,"20,818,461","-36,929,956","3,546,093","-12,565,402","28,008,639",0,"795,857"
(주)경동인베스트,012320,2015/12,"-50,279,018","-128,436,091","47,600,994","-131,114,114","34,288,726",0,"2,184,369"
(주)경동인베스트,012320,2016/12,"26,876,328","-25,524,035","-5,663,220","-4,310,927","32,438,357",0,"2,689,325"
(주)경동인베스트,012320,2017/12,"60,158,090","-20,172,592","-6,303,754","-61,787,908","18,235,613",0,"769,681"
(주)경동인베스트,012320,2018/12,"12,513,851","35,768,379","-46,093,284","2,188,946","11,788,598",0,"189,408"
(주)경동인베스트,012320,2019/12,"32,390,710","-8,561,739","-21,627,299","2,201,672","12,118,113",0,"773,061"
(주)경동인베스트,012320,2020/12,"18,457,523","4,845,174","-26,563,498","-3,260,801","12,127,100",0,"1,056,067"
(주)경동인베스트,012320,2021/12,"25,395,956","-8,403,313","-20,191,056","-3,198,414","11,731,525",0,"643,851"
(주)경동인베스트,012320,2022/12,"27,230,512","-19,275,608","-13,439,730","-4,819,371","12,788,966",0,"572,256"
(주)경동인베스트,012320,2023/12,"20,276,049","5,509,743","-22,460,219","3,328,158","13,052,923",0,"526,445"
(주)경동인베스트,012320,2024/12,"23,636,102","-11,859,717","-13,860,488","-2,088,134","13,476,433",0,"539,325"
(주)경동인베스트,012320,2025/12,"4,544,477","16,723,198","-8,035,358","13,251,121","17,161,575",0,"1,031,592"
(주)경방,000050,2013/12,"51,153,970","-3,280,250","-48,062,284","-360,808","25,120,440",0,"96,391"
(주)경방,000050,2014/12,"23,819,336","-33,885,316","7,248,278","-2,728,200","25,781,132",0,"97,889"
(주)경방,000050,2015/12,"39,920,580","-36,713,625","-4,572,002","-1,420,624","28,334,248",0,"106,559"
(주)경방,000050,2016/12,"67,981,079","-13,675,594","-53,643,827","713,452","30,002,497",0,"105,646"
(주)경방,000050,2017/12,"57,866,501","-19,767,162","-36,109,907","1,956,198","29,499,606",0,"102,428"
(주)경방,000050,2018/12,"12,093,896","-25,719,906","10,321,447","-3,266,128","31,171,307",0,"197,510"
(주)경방,000050,2019/12,"66,875,285","-45,096,923","-14,956,599","6,788,110","35,552,137",0,"280,307"
(주)경방,000050,2020/12,"33,635,651","88,336,713","-95,710,890","26,541,421","40,130,913",0,"34,339"
(주)경방,000050,2021/12,"20,910,159","-52,176,588","2,602,977","-26,733,790","40,510,687",0,"46,350"
(주)경방,000050,2022/12,"29,255,425","-16,134,056","-7,053,903","7,815,123","41,397,240",0,"57,212"
(주)경방,000050,2023/12,"46,197,442","-7,490,438","-31,353,485","8,693,710","40,112,988",0,"43,885"
(주)경방,000050,2024/12,"59,309,423","-42,933,599","-25,609,616","-7,700,330","37,450,930",0,"157,473"
(주)경방,000050,2025/12,"60,087,311","981,954","-18,590,465","43,734,837","32,490,830",0,"162,997"
(주)경보제약,214390,2015/12,,,,,,,
(주)경보제약,214390,2016/12,,,,,,,
(주)경보제약,214390,2017/12,,,,,,,
(주)경보제약,214390,2018/12,,,,,,,
(주)경보제약,214390,2019/12,,,,,,,
(주)경보제약,214390,2020/12,,,,,,,
(주)경보제약,214390,2021/12,,,,,,,
(주)경보제약,214390,2022/12,,,,,,,
(주)경보제약,214390,2023/12,,,,,,,
(주)경보제약,214390,2024/12,,,,,,,
(주)경보제약,214390,2025/12,,,,,,,
(주)경인양행,012610,2013/12,"1,046,809","-3,527,107","1,806,201","-737,445","8,976,249",0,"19,321"
(주)경인양행,012610,2014/12,"18,368,986","-12,201,523","-2,721,206","3,787,495","9,269,269",0,"22,206"
(주)경인양행,012610,2015/12,"5,444,861","-10,080,952","5,507,952","1,285,877","9,918,744",0,"20,992"
(주)경인양행,012610,2016/12,"19,013,689","-7,033,423","-7,321,054","4,533,548","10,036,151",0,"19,315"
(주)경인양행,012610,2017/12,"5,323,456","-25,434,854","21,933,930","650,682","10,118,623",0,"19,081"
(주)경인양행,012610,2018/12,"1,873,412","-31,671,509","31,497,592","1,488,529","12,083,988",0,"384,932"
(주)경인양행,012610,2019/12,"6,768,170","-46,297,964","42,426,085","3,006,424","13,824,645",0,"634,656"
(주)경인양행,012610,2020/12,"54,551,658","-40,618,876","39,942,677","53,090,703","17,250,539",0,"864,548"
(주)경인양행,012610,2021/12,"9,230,963","-30,301,041","24,823,696","4,651,858","17,814,292",0,"1,245,311"
(주)경인양행,012610,2022/12,"21,197,161","-49,101,605","-31,868,365","-59,872,675","20,903,428",0,"1,308,185"
(주)경인양행,012610,2023/12,"26,202,359","-25,501,147","17,508,455","17,928,428","23,979,780",0,"1,243,600"
(주)경인양행,012610,2024/12,"63,239,997","-26,651,104","-18,798,910","19,139,259","23,891,989",0,"769,767"
(주)경인양행,012610,2025/12,"33,725,805","-24,816,278","-28,746,279","-19,726,151","25,206,567",0,"562,829"
(주)광명전기,017040,2013/12,"3,129,414","373,757","-10,142,498","-6,651,358","1,359,865",0,"475,600"
(주)광명전기,017040,2014/12,"11,464,334","-7,261,188","-1,734,131","2,782,424","1,231,723",0,"370,557"
(주)광명전기,017040,2015/12,"18,501,076","2,326,377","-2,420,429","19,384,092","1,164,839",0,"400,706"
(주)광명전기,017040,2016/12,"4,502,682","-35,162,672","23,002,124","-6,867,568","1,035,643",0,"413,757"
(주)광명전기,017040,2017/12,"6,647,411","-8,947,369","5,450,000","848,203","1,051,981",0,"392,817"
(주)광명전기,017040,2018/12,"-3,815,893","-2,977,933","1,451,000","-4,037,608","1,935,982",0,"332,391"
(주)광명전기,017040,2019/12,"20,495,932","-24,504,535","2,509,805","-1,525,916","534,833",0,"394,309"
(주)광명전기,017040,2020/12,"5,269,896","-2,588,559","329,435","2,751,389","1,214,900",0,"407,537"
(주)광명전기,017040,2021/12,"-2,536,009","9,404,579","-6,881,885","355,910","1,236,112",0,"392,615"
(주)광명전기,017040,2022/12,"-921,738","-11,154,984","-5,579,071","-17,585,649","1,218,958",0,"56,800"
(주)광명전기,017040,2023/12,"-16,445,323","42,266,682","1,464,905","27,286,486","1,170,518",0,"110,039"
(주)광명전기,017040,2024/12,,,,,,,
(주)광명전기,017040,2025/12,,,,,,,
(주)광주신세계,037710,2013/12,,,,,,,
(주)광주신세계,037710,2014/12,,,,,,,
(주)광주신세계,037710,2015/12,,,,,,,
(주)광주신세계,037710,2016/12,,,,,,,
(주)광주신세계,037710,2017/12,,,,,,,
(주)광주신세계,037710,2018/12,,,,,,,
(주)광주신세계,037710,2019/12,,,,,,,
(주)광주신세계,037710,2020/12,,,,,,,
(주)광주신세계,037710,2021/12,,,,,,,
(주)광주신세계,037710,2022/12,,,,,,,
(주)광주신세계,037710,2023/12,,,,,,,
(주)광주신세계,037710,2024/12,,,,,,,
(주)광주신세계,037710,2025/12,,,,,,,
(주)국보,001140,2013/12,"2,809,735","-3,656,970","224,500","-631,489","1,505,453",0,"694,745"
(주)국보,001140,2014/12,"-238,084","604,389","-314,587","52,499","1,117,356",0,"410,377"
(주)국보,001140,2015/12,"-837,022","3,057,463","-2,424,763","-200,677","856,085",0,"362,624"
(주)국보,001140,2016/12,"507,314","194,932","-811,656","-109,141","774,916",0,"352,377"
(주)국보,001140,2017/12,"-3,103,505","-531,778","4,309,295","664,115","631,658",0,"380,846"
(주)국보,001140,2018/12,"-6,078,157","20,673,339","-15,204,967","-614,918","542,152",0,"441,631"
(주)국보,001140,2019/12,"-9,899,692","-2,963,513","17,704,213","5,198,305","2,373,475",0,"521,149"
(주)국보,001140,2020/12,"-10,627,275","-3,744,404","9,611,125","-4,760,553","3,792,631",0,"564,846"
(주)국보,001140,2021/12,"2,033,468","-19,210,101","22,780,705","5,604,121","4,234,350",0,"552,749"
(주)국보,001140,2022/12,"1,455,929","-16,850,636","17,536,260","2,141,553","6,028,627",0,"556,249"
(주)국보,001140,2023/12,"-5,695,619","-29,214,784","28,635,512","-6,274,801","4,307,829",0,"547,249"
(주)국보,001140,2024/12,"-368,298","942,372","-2,830,763","-2,256,689","3,772,226",0,"537,249"
(주)금양,001570,2013/12,"-16,906,920","-5,428,647","15,684,435","-6,453,656","3,501,989",0,"230,523"
(주)금양,001570,2014/12,"34,150,831","-3,644,286","-13,374,831","18,018,327","4,038,177",0,"180,308"
(주)금양,001570,2015/12,"7,307,038","-14,191,694","1,782,822","-3,981,472","3,492,716",0,"184,863"
(주)금양,001570,2016/12,"8,032,406","-25,422,638","11,572,079","-7,789,222","3,056,310",0,"727,200"
(주)금양,001570,2017/12,"-22,124,138","36,103,858","-13,474,059","-2,640,199","3,643,261",0,"777,219"
(주)금양,001570,2018/12,"17,366,463","-11,960,943","3,045,101","7,823,121","3,449,174",0,"712,786"
(주)금양,001570,2019/12,"-599,179","-8,906,710","15,340,899","6,812,477","2,800,532",0,"107,707"
(주)금양,001570,2020/12,"-507,536","-3,292,385","-2,120,647","-5,808,713","4,021,540",0,"109,138"
(주)금양,001570,2021/12,"-39,808,116","-13,099,414","55,844,960","12,583,062","4,907,058",0,0
(주)금양,001570,2022/12,"45,999,421","-69,233,226","10,954,989","-16,696,306","5,440,307",0,0
(주)금양,001570,2023/12,"14,930,708","-382,262,189","404,282,768","36,899,881","7,012,200",0,879
(주)금양,001570,2024/12,"-20,344,819","-454,188,636","436,443,464","-36,346,787","13,410,016",0,"10,627,994"
(주)금양,001570,2025/12,"-43,201,410","-13,996,417","40,484,382","-13,669,083","17,784,687",0,"4,132,487"
(주)금호에이치티,214330,2015/12,"9,868,864","-11,722,997","2,224,134","373,286","6,816,635",0,"7,400"
(주)금호에이치티,214330,2016/12,"23,467,650","-36,388,667","16,826,275","3,905,594","7,900,898",0,"13,127"
(주)금호에이치티,214330,2017/12,"14,172,411","-2,282,805","-9,102,609","2,563,365","7,261,617",0,"36,903"
(주)금호에이치티,214330,2018/12,"1,469,654","-28,172,858","62,821,861","36,363,853","7,218,918",0,"37,285"
(주)금호에이치티,214330,2019/12,"7,214,831","-60,794,284","74,289,054","20,752,172","8,381,568",0,"42,474"
(주)금호에이치티,214330,2020/12,"14,753,679","-30,117,140","14,155,187","-1,259,001","8,652,473",0,"65,631"
(주)금호에이치티,214330,2021/12,"4,893,537","19,796,074","-7,674,624","19,053,103","8,556,595",0,"147,088"
(주)금호에이치티,214330,2022/12,"13,299,022","-16,571,905","-10,412,343","-13,928,406","9,446,722",0,"202,089"
(주)금호에이치티,214330,2023/12,"-6,021,463","-26,819,295","-904,416","-28,526,310","10,365,198",0,"286,852"
(주)금호에이치티,214330,2024/12,"40,756,746","-16,634,583","-3,291,529","22,676,084","12,191,999",0,0
(주)금호에이치티,214330,2025/12,"13,862,068","-11,787,143","1,238,986","2,433,358","11,681,353",0,0
(주)까뮤이앤씨,013700,2013/12,,,,,,,
(주)까뮤이앤씨,013700,2014/12,,,,,,,
(주)까뮤이앤씨,013700,2015/12,,,,,,,
(주)까뮤이앤씨,013700,2016/12,,,,,,,
(주)까뮤이앤씨,013700,2017/12,,,,,,,
(주)까뮤이앤씨,013700,2018/12,,,,,,,
(주)까뮤이앤씨,013700,2019/12,,,,,,,
(주)까뮤이앤씨,013700,2020/12,,,,,,,
(주)까뮤이앤씨,013700,2021/12,,,,,,,
(주)까뮤이앤씨,013700,2022/12,,,,,,,
(주)까뮤이앤씨,013700,2023/12,"1,626,479","20,239,392","-1,962,357","19,903,514","1,716,441",0,"103,541"
(주)까뮤이앤씨,013700,2024/12,"-64,937,164","-2,082,121","46,916,133","-20,102,180","3,265,773",0,"119,066"
(주)까뮤이앤씨,013700,2025/12,"25,836,170","-11,751,203","-13,034,948","1,066,451","3,119,416",0,"114,254"
(주)나이스홀딩스,034310,2013/12,"94,245,708","-36,163,900","-13,700,362","44,381,446","45,291,035",0,"6,171,388"
(주)나이스홀딩스,034310,2014/12,"145,729,459","-99,618,054","2,600,070","48,711,355","53,171,721",0,"7,756,369"
(주)나이스홀딩스,034310,2015/12,"86,625,536","-191,994,610","85,643,164","-19,469,514","59,632,382",0,"10,195,915"
(주)나이스홀딩스,034310,2016/12,"139,624,114","-25,311,373","-348,945","115,359,631","61,768,823",0,"15,722,410"
(주)나이스홀딩스,034310,2017/12,"128,929,274","-24,186,956","41,396,161","144,031,496","61,492,075",0,"20,519,991"
(주)나이스홀딩스,034310,2018/12,"248,439,460","-264,411,423","27,156,988","10,263,103","64,260,192",0,"24,356,375"
(주)나이스홀딩스,034310,2019/12,"261,018,832","-353,962,453","157,335,534","60,248,766","98,901,375",0,"30,491,463"
(주)나이스홀딩스,034310,2020/12,"309,342,816","-207,396,101","41,103,410","139,508,403","100,781,250",0,"25,106,741"
(주)나이스홀딩스,034310,2021/12,"229,477,209","-328,291,068","26,565,324","-70,418,166","126,247,566",0,"33,784,247"
(주)나이스홀딩스,034310,2022/12,"200,613,308","-309,624,243","37,436,318","-73,785,967","152,353,090",0,"29,567,282"
