회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원),현금및현금성자산의 증가(IFRS연결)(천원),감가상각비(IFRS연결)(천원),개발비상각(IFRS연결)(천원),기타무형자산상각비(IFRS연결)(천원)
일진홀딩스(주),015860,2019/12,"83,987,920","-18,681,875","14,682,155","80,218,058","24,678,232",0,"2,288,964"
일진홀딩스(주),015860,2020/12,"74,075,270","-72,348,741","-65,391,714","-66,955,386","28,459,036",0,"2,571,288"
일진홀딩스(주),015860,2021/12,"38,188,152","-175,497,711","221,881,335","86,628,784","27,569,683",0,"1,972,604"
일진홀딩스(주),015860,2022/12,"68,412,727","-120,410,119","-29,690,654","-78,740,320","27,801,022",0,"1,820,768"
일진홀딩스(주),015860,2023/12,"77,836,734","-9,332,078","-24,173,199","42,752,070","25,777,256",0,"1,441,843"
일진홀딩스(주),015860,2024/12,"144,636,268","-76,870,034","4,811,130","74,046,091","26,268,000",0,"1,668,000"
일진홀딩스(주),015860,2025/12,"107,849,888","-124,240,615","15,172,765","-1,917,118","31,212,000",0,"2,427,000"
자이에스앤디(주),317400,2019/12,,,,,,,
자이에스앤디(주),317400,2020/12,,,,,,,
자이에스앤디(주),317400,2021/12,"97,875,115","-63,165,360","37,847,007","72,556,762","6,768,931",0,"848,114"
자이에스앤디(주),317400,2022/12,"-123,118,806","-119,973,729","392,020,574","147,403,469","8,749,741",0,"32,847,340"
자이에스앤디(주),317400,2023/12,"380,608,480","-97,256,886","-210,446,286","75,712,913","10,888,047",0,"5,511,202"
자이에스앤디(주),317400,2024/12,"-89,041,802","125,371,370","-140,613,923","-98,764,105","10,941,000",0,"5,347,000"
자이에스앤디(주),317400,2025/12,"63,328,065","43,590,269","-55,818,831","49,267,985","8,653,000",0,"4,103,000"
자화전자(주),033240,2013/12,"50,797,846","-23,198,678","-6,350,832","20,104,875","15,018,117",0,"385,412"
자화전자(주),033240,2014/12,"43,981,047","-42,757,901","-3,115,596","-1,563,830","15,705,372",0,"437,871"
자화전자(주),033240,2015/12,"49,548,555","-36,088,901","-9,648,926","4,458,955","24,903,432",0,"389,840"
자화전자(주),033240,2016/12,"50,359,533","-56,787,032","5,422,968","-1,368,248","23,138,343",0,"371,341"
자화전자(주),033240,2017/12,"38,404,974","-78,997,660","55,231,433","14,226,078","35,549,861",0,"324,479"
자화전자(주),033240,2018/12,"36,485,732","31,462,689","-94,310,609","-35,399,505","44,573,959",0,"328,277"
자화전자(주),033240,2019/12,"22,780,791","18,455,249","-9,147,679","31,577,658","38,820,732",0,"419,389"
자화전자(주),033240,2020/12,"-24,344,501","-18,677,345","17,282,599","-28,155,447","29,339,892",0,"461,452"
자화전자(주),033240,2021/12,"38,923,403","-78,029,129","34,381,867","-4,386,293","24,446,417",0,"429,638"
자화전자(주),033240,2022/12,"29,559,731","-25,323,902","20,332,684","16,731,416","28,028,400",0,"729,546"
자화전자(주),033240,2023/12,"-58,640,069","-103,240,487","162,801,572","4,308,099","41,773,110",0,"1,333,971"
자화전자(주),033240,2024/12,"107,623,343","-78,495,918","-27,079,132","3,305,790","56,321,010",0,"1,699,272"
자화전자(주),033240,2025/12,"103,423,366","-117,469,834","-3,430,057","-16,408,811","68,714,218",0,"1,651,031"
전방(주),000950,2013/12,"6,482,393","3,150,802","-8,048,489","1,584,706","14,035,961",0,"15,601"
전방(주),000950,2014/12,"-1,914,341","-755,665","4,280,521","1,608,748","13,511,515",0,"15,356"
전방(주),000950,2015/12,"1,963,371","104,096","-6,537,006","-4,468,580","13,372,532",0,"18,693"
전방(주),000950,2016/12,"4,416,491","14,373,549","-17,806,325","983,828","13,127,559",0,"11,974"
전방(주),000950,2017/12,"-11,457,643","47,041,435","-36,282,988","-734,550","12,669,731",0,"10,651"
전방(주),000950,2018/12,"-12,231,956","28,551,108","-17,252,159","-933,025","11,723,031",0,"9,456"
전방(주),000950,2019/12,"-8,927,705","5,472,352","3,342,515","-112,835","11,489,300",0,"8,849"
전방(주),000950,2020/12,"-15,752,660","39,406,369","-22,297,203","1,356,506","10,369,849",0,"37,758"
전방(주),000950,2021/12,"-1,445,055","5,016,509","-4,717,857","-1,146,403","9,896,759",0,830
전방(주),000950,2022/12,"-70,177,712","199,765,816","-127,165,029","2,422,758","8,850,080",0,399
전방(주),000950,2023/12,"-32,730,629","51,014,287","-15,687,431","2,595,322","7,597,682",0,288
전방(주),000950,2024/12,"10,077,052","18,304,991","-12,842,750","15,597,264","3,970,376",0,288
전방(주),000950,2025/12,"-8,523,381","30,505,880","-24,291,650","-2,305,132","1,282,855",0,81
전진건설로봇(주),079900,2024/12,"19,497,531","-35,935,716","15,877,615","-344,824","1,621,673",0,"256,739"
전진건설로봇(주),079900,2025/12,"32,339,255","-6,992,625","-23,663,623","1,458,248","2,984,045",0,"595,994"
제이더블유생명과학(주),234080,2016/12,"16,081,153","-11,282,173","-5,278,963","-479,984","12,722,832",0,"449,444"
제이더블유생명과학(주),234080,2017/12,"22,050,001","-9,027,782","-13,106,203","-83,984","10,724,933",0,"396,642"
제이더블유생명과학(주),234080,2018/12,"36,129,923","-10,386,920","-13,267,077","12,475,926","10,586,977",0,"511,416"
제이더블유생명과학(주),234080,2019/12,"24,275,564","-8,371,288","-18,819,542","-2,915,266","10,970,423",0,"656,025"
제이더블유생명과학(주),234080,2020/12,"46,754,700","-37,561,000","-16,462,577","-7,268,876","11,541,525",0,"704,957"
제이더블유생명과학(주),234080,2021/12,"30,165,046","-22,805,383","-5,029,095","2,330,568","12,509,037",0,"735,716"
제이더블유생명과학(주),234080,2022/12,"14,128,751","-28,247,198","13,115,140","-1,003,306","13,953,771",0,"1,002,320"
제이더블유생명과학(주),234080,2023/12,"37,574,248","8,036,512","-29,308,312","16,302,449","14,866,046",0,"664,657"
제이더블유생명과학(주),234080,2024/12,"50,689,792","-68,033,945","1,776,470","-12,710,593","15,179,804",0,"557,340"
제이더블유생명과학(주),234080,2025/12,"40,536,762","-13,368,604","-26,300,763","867,394","16,506,308",0,"1,686,242"
제이더블유중외제약(주),001060,2013/12,"18,724,504","-10,176,483","-9,957,985","-1,431,631","12,410,176",0,"3,742,962"
제이더블유중외제약(주),001060,2014/12,"7,279,098","10,822,648","-14,068,836","4,019,878","12,982,890",0,"3,634,067"
제이더블유중외제약(주),001060,2015/12,"-4,174,930","-7,346,642","14,676,009","3,211,625","12,907,287",0,"4,955,839"
제이더블유중외제약(주),001060,2016/12,"6,738,636","-8,769,871","33,825,449","31,070,219","11,523,156",0,"7,122,628"
제이더블유중외제약(주),001060,2017/12,"33,450,172","-9,890,915","-27,874,638","-7,156,951","12,104,904",0,"6,684,500"
제이더블유중외제약(주),001060,2018/12,"52,109,933","-13,918,367","-41,188,514","-1,148,415","12,023,842",0,"5,658,454"
제이더블유중외제약(주),001060,2019/12,"55,531,085","-21,983,732","-24,160,283","10,915,831","14,922,258",0,"5,426,796"
제이더블유중외제약(주),001060,2020/12,"63,054,367","-79,427,292","-14,009,405","-31,412,910","16,645,297",0,"4,042,868"
제이더블유중외제약(주),001060,2021/12,"18,123,982","-22,869,152","27,201,590","22,915,136","14,482,845",0,"1,628,902"
제이더블유중외제약(주),001060,2022/12,"56,764,439","-18,919,160","-36,907,454","531,448","14,069,050",0,"2,767,270"
제이더블유중외제약(주),001060,2023/12,"87,157,236","-63,780,270","-41,245,329","-17,989,057","20,483,965",0,"2,090,633"
제이더블유중외제약(주),001060,2024/12,"79,391,872","14,084,925","-100,190,014","-5,479,328","17,165,125",0,"1,936,104"
제이더블유중외제약(주),001060,2025/12,"96,396,463","-7,198,191","-59,775,532","28,802,998","16,725,062",0,"2,022,536"
제이더블유홀딩스(주),096760,2013/12,"-54,030,353","41,565,362","15,293,433","2,339,746","21,228,934",0,"4,175,856"
제이더블유홀딩스(주),096760,2014/12,"-17,175,940","-1,900,601","21,211,003","2,281,347","16,110,838",0,"4,159,324"
제이더블유홀딩스(주),096760,2015/12,"-23,975,359","-38,241,783","62,979,707","1,227,843","16,038,374",0,"5,679,469"
제이더블유홀딩스(주),096760,2016/12,"-29,214,390","-51,032,207","118,859,365","37,881,371","14,382,030",0,"7,843,827"
제이더블유홀딩스(주),096760,2017/12,"10,511,742","14,619,687","-33,543,633","-11,596,221","23,196,407",0,"8,829,258"
제이더블유홀딩스(주),096760,2018/12,"195,762,386","-91,262,850","-73,397,985","32,887,124","25,530,919",0,"9,430,935"
제이더블유홀딩스(주),096760,2019/12,"98,682,527","-21,986,233","-36,856,972","41,257,401","32,829,275",0,"9,341,170"
제이더블유홀딩스(주),096760,2020/12,"108,622,768","-78,264,649","-113,179,117","-85,022,471","34,640,665",0,"8,269,420"
제이더블유홀딩스(주),096760,2021/12,"109,644,020","-7,641,160","-86,042,479","16,195,504","32,980,967",0,"5,402,493"
제이더블유홀딩스(주),096760,2022/12,"104,426,314","-107,019,727","16,820,245","13,520,576","33,781,824",0,"6,344,090"
제이더블유홀딩스(주),096760,2023/12,"112,317,546","-69,227,277","-29,077,610","13,438,609","38,844,567",0,"5,377,399"
제이더블유홀딩스(주),096760,2024/12,"97,892,442","17,711,908","-141,395,961","-29,861,493","35,938,713",0,"5,150,017"
제이더블유홀딩스(주),096760,2025/12,"163,666,847","-24,654,256","-111,527,669","27,792,130","36,452,098",0,"7,191,263"
제이에스전선(주),005560,2013/12,"21,964,632","-536,377","-11,142,991","10,350,963","4,070,859",0,"191,473"
제일모직(주),001300,2013/12,"472,149,098","-387,956,887","-121,285,129","-36,765,135","221,153,288",0,"26,574,565"
제일약품(주),271980,2017/12,,,,,,,
제일약품(주),271980,2018/12,,,,,,,
제일약품(주),271980,2019/12,,,,,,,
제일약품(주),271980,2020/12,"-19,046,087","-5,576,976","15,133,084","-9,621,797","8,657,157",0,"335,705"
제일약품(주),271980,2021/12,"19,100,246","-8,037,159","11,068,755","22,069,805","8,861,003",0,"271,599"
제일약품(주),271980,2022/12,"-15,146,990","-12,924,123","33,617,868","5,482,955","8,632,256",0,"253,979"
제일약품(주),271980,2023/12,"-4,980,678","-11,918,615","18,765,520","1,544,652","9,325,870",0,"441,230"
제일약품(주),271980,2024/12,"3,212,929","-7,297,030","23,062,816","20,484,754","9,452,881",0,"1,843,867"
제일약품(주),271980,2025/12,"-5,689,660","-15,336,594","17,049,806","-4,601,444","10,063,859",0,"2,253,478"
제일연마공업(주),001560,2013/12,"7,261,927","3,832,332","-13,594,146","-2,500,302","3,565,882",0,"328,977"
제일연마공업(주),001560,2014/12,"9,723,762","-7,160,367","658,385","3,221,780","3,572,434",0,"381,714"
제일연마공업(주),001560,2015/12,"8,757,762","-4,216,992","-126,249","4,410,039","3,397,921",0,"421,521"
제일연마공업(주),001560,2016/12,"12,055,752","-629,030","-4,769,102","6,672,644","3,256,947",0,"230,753"
제일연마공업(주),001560,2017/12,"6,193,602","-8,099,747","-2,694,763","-5,026,717","2,865,052",0,"216,250"
제일연마공업(주),001560,2018/12,"5,712,098","4,464,090","-5,698,888","4,447,490","2,821,001",0,"152,786"
제일연마공업(주),001560,2019/12,"6,872,002","-7,679,507","-4,835,823","-5,666,799","3,003,437",0,"77,512"
제일연마공업(주),001560,2020/12,"10,384,133","368,999","-7,239,263","3,023,584","3,043,779",0,"5,518"
제일연마공업(주),001560,2021/12,"3,661,476","-4,950,979","-3,143,088","-4,357,787","2,921,577",0,"8,506"
제일연마공업(주),001560,2022/12,"4,490,995","-4,816,788","-3,532,807","-4,095,063","2,571,045",0,"10,994"
제일연마공업(주),001560,2023/12,"12,204,622","-5,964,349","-4,575,296","1,538,435","2,631,458",0,"9,224"
제일연마공업(주),001560,2024/12,"6,799,162","4,106,135","-3,528,839","8,276,592","2,735,633",0,"10,283"
제일연마공업(주),001560,2025/12,"8,084,915","14,896,905","-2,527,136","20,505,545","2,109,887",0,"10,291"
제일파마홀딩스(주),002620,2013/12,,,,,,,
제일파마홀딩스(주),002620,2014/12,,,,,,,
제일파마홀딩스(주),002620,2015/12,,,,,,,
제일파마홀딩스(주),002620,2016/12,"11,355,091","-29,876,431","34,847,983","16,531,798","7,347,172",0,"333,165"
제일파마홀딩스(주),002620,2017/12,"5,923,126","-3,793,805","-23,800,342","-21,267,059","3,579,751",0,"136,889"
제일파마홀딩스(주),002620,2018/12,"-3,432,763","-46,951,196","77,675,894","32,344,273","1,573,708",0,"84,875"
제일파마홀딩스(주),002620,2019/12,"25,215,758","-40,847,318","-3,887,906","-19,861,163","7,433,894",0,"348,789"
제일파마홀딩스(주),002620,2020/12,"-23,671,463","-1,606,439","24,893,999","-1,053,562","8,311,288",0,"339,459"
제일파마홀딩스(주),002620,2021/12,"13,403,078","7,325,148","-12,237,646","8,397,389","8,708,124",0,"275,072"
제일파마홀딩스(주),002620,2022/12,"-20,802,155","-17,563,733","44,913,983","6,178,728","10,647,712",0,"257,342"
제일파마홀딩스(주),002620,2023/12,"-4,415,630","-13,425,021","20,616,065","2,279,122","12,101,563",0,"454,548"
제일파마홀딩스(주),002620,2024/12,"4,542,356","2,273,646","14,217,060","22,782,068","12,244,553",0,"1,854,622"
제일파마홀딩스(주),002620,2025/12,"390,262","-14,627,714","11,213,413","-3,631,417","12,684,816",0,"2,264,029"
조광페인트(주),004910,2013/12,"9,852,718","-1,348,162","-7,547,985","870,955","2,013,657",0,"53,401"
조광페인트(주),004910,2014/12,"19,447,503","-16,738,039","-2,050,751","742,247","2,231,893",0,"67,100"
조광페인트(주),004910,2015/12,"21,198,381","-2,955,014","-18,055,328","216,004","2,344,272",0,"73,596"
조광페인트(주),004910,2016/12,"18,152,380","-6,570,653","-10,725,000","959,434","2,412,645",0,"65,948"
조광페인트(주),004910,2017/12,"13,425,599","-26,844,002","14,664,119","526,829","2,386,256",0,"55,242"
조광페인트(주),004910,2018/12,"-4,987,296","-37,813,435","42,003,423","-806,474","3,160,034",0,"85,851"
조광페인트(주),004910,2019/12,"12,308,766","-11,673,537","4,076,168","4,590,325","4,932,793",0,"117,183"
조광페인트(주),004910,2020/12,"14,326,796","-10,472,998","-7,070,804","-3,319,822","5,867,129",0,"210,256"
조광페인트(주),004910,2021/12,"-4,335,914","-18,061,158","22,016,887","-301,011","6,379,604",0,"278,330"
조광페인트(주),004910,2022/12,"-6,285,974","-25,289,468","47,106,353","15,715,597","5,776,583",0,"285,166"
조광페인트(주),004910,2023/12,"14,776,554","-12,378,044","-8,385,512","-6,090,436","5,876,297",0,"391,179"
조광페인트(주),004910,2024/12,"19,747,379","-15,436,848","-10,684,561","-5,834,508","6,317,350",0,"417,556"
조광페인트(주),004910,2025/12,"3,541,492","-9,758,898","7,326,650","1,006,706","7,759,196",0,"607,620"
조광피혁(주),004700,2013/12,"12,951,397","-12,739,113","2,131,094","2,308,506","2,237,783",0,"1,632"
조광피혁(주),004700,2014/12,"-7,301,592","7,614,973","-8,902,467","-8,593,236","2,504,380",0,"1,283"
조광피혁(주),004700,2015/12,"23,303,026","-13,523,657","-3,114,370","6,707,313","2,694,520",0,"1,288"
조광피혁(주),004700,2016/12,"20,343,244","-11,689,016","-2,115,185","6,704,900","2,926,293",0,"1,157"
조광피혁(주),004700,2017/12,"32,497,173","-34,439,522","-3,372,495","-5,233,538","3,528,462",0,287
조광피혁(주),004700,2018/12,,,,,,,
조광피혁(주),004700,2019/12,,,,,,,
조광피혁(주),004700,2020/12,,,,,,,
조광피혁(주),004700,2021/12,,,,,,,
조광피혁(주),004700,2022/12,,,,,,,
조광피혁(주),004700,2023/12,,,,,,,
조광피혁(주),004700,2024/12,,,,,,,
조광피혁(주),004700,2025/12,,,,,,,
조선내화(주),462520,2023/12,"3,076,802","-79,188,351","82,094,226","5,938,304","5,789,673",0,"156,360"
조선내화(주),462520,2024/12,"52,682,614","-99,666,800","117,683,504","71,275,070","11,689,200",0,"343,700"
조선내화(주),462520,2025/12,"16,576,936","18,053,635","-85,527,596","-50,808,188","10,892,027",0,"230,304"
조선선재(주),120030,2013/12,,,,,,,
조선선재(주),120030,2014/12,,,,,,,
조선선재(주),120030,2015/12,,,,,,,
조선선재(주),120030,2016/12,,,,,,,
조선선재(주),120030,2017/12,,,,,,,
조선선재(주),120030,2018/12,,,,,,,
조선선재(주),120030,2019/12,,,,,,,
조선선재(주),120030,2020/12,,,,,,,
조선선재(주),120030,2021/12,,,,,,,
조선선재(주),120030,2022/12,,,,,,,
조선선재(주),120030,2023/12,,,,,,,
조선선재(주),120030,2024/12,,,,,,,
조선선재(주),120030,2025/12,,,,,,,
조일알미늄(주),018470,2013/12,,,,,,,
조일알미늄(주),018470,2014/12,,,,,,,
조일알미늄(주),018470,2015/12,,,,,,,
조일알미늄(주),018470,2016/12,,,,,,,
조일알미늄(주),018470,2017/12,,,,,,,
조일알미늄(주),018470,2018/12,,,,,,,
조일알미늄(주),018470,2019/12,,,,,,,
조일알미늄(주),018470,2020/12,,,,,,,
조일알미늄(주),018470,2021/12,,,,,,,
조일알미늄(주),018470,2022/12,,,,,,,
조일알미늄(주),018470,2023/12,,,,,,,
조일알미늄(주),018470,2024/12,,,,,,,
조일알미늄(주),018470,2025/12,,,,,,,
중국원양자원유한공사,900050,2013/12,"50,805,166","311,011","20,483,842","73,353,897","9,808,915",0,0
중국원양자원유한공사,900050,2014/12,"-43,578,948","-59,099,133",0,"-104,061,822","11,167,360",0,0
중국원양자원유한공사,900050,2015/12,"-28,404,533","14,827","27,353,532","-1,134,340","11,226,618",0,0
중국원양자원유한공사,900050,2016/12,"51,796,583","-200,273,682","148,440,385","-40,094","44,854,484",0,0
지에스건설(주),006360,2013/12,"-1,154,274,642","-65,003,595","1,644,568,440","435,228,883","57,741,000",0,"48,696,000"
지에스건설(주),006360,2014/12,"571,531,449","-334,477,495","35,159,221","285,679,155","61,578,000",0,"15,401,000"
지에스건설(주),006360,2015/12,"-7,759,525","507,870,570","-228,235,697","277,440,696","69,446,000",0,"14,003,000"
지에스건설(주),006360,2016/12,"81,209,580","-248,719,142","78,180,132","-72,299,025","57,867,000",0,"9,906,000"
지에스건설(주),006360,2017/12,"-205,488,512","13,504,526","299,957,907","85,969,442","47,007,000",0,"10,109,000"
지에스건설(주),006360,2018/12,"1,032,946,850","-234,761,910","-1,655,622,394","-849,679,200","41,857,000",0,"11,704,000"
지에스건설(주),006360,2019/12,"759,268,851","-747,618,076","183,526,299","200,337,346","118,430,000",0,"16,034,000"
지에스건설(주),006360,2020/12,"553,879,345","-268,985,594","50,931,977","325,962,680","121,739,000",0,"38,195,000"
지에스건설(주),006360,2021/12,"1,107,469,329","-531,186,576","-4,854,912","599,470,490","121,485,000",0,"32,365,000"
지에스건설(주),006360,2022/12,"-7,296,047","-1,311,172,972","624,653,076","-694,689,052","158,571,000",0,"55,713,000"
지에스건설(주),006360,2023/12,"469,798,621","-763,060,090","496,488,379","221,224,346","167,264,000",0,"26,139,000"
지에스건설(주),006360,2024/12,"267,812,355","-548,920,683","76,567,786","-161,900,167","180,824,000",0,"27,896,000"
지에스건설(주),006360,2025/12,"591,530,000","-246,980,000","573,708,000","932,785,000","206,630,000",0,"30,694,000"
지엠비코리아(주),013870,2013/12,"46,735,740","-27,812,810","-6,673,792","14,550,225","15,747,118",0,"39,109"
지엠비코리아(주),013870,2014/12,"22,230,652","-64,614,451","32,907,687","-8,517,302","17,759,273",0,"117,725"
지엠비코리아(주),013870,2015/12,"14,288,144","-38,368,863","15,360,119","-7,918,543","21,846,676",0,"259,886"
지엠비코리아(주),013870,2016/12,"41,927,812","-33,489,866","-9,536,109","-1,109,760","24,078,090",0,"358,303"
지엠비코리아(주),013870,2017/12,"26,277,914","-31,684,104","12,220,279","4,835,418","25,130,973",0,"542,083"
지엠비코리아(주),013870,2018/12,"29,886,920","-34,432,174","-579,914","-5,508,310","26,210,312",0,"629,016"
지엠비코리아(주),013870,2019/12,"29,431,511","-36,311,719","3,442,662","-2,802,338","27,350,057",0,"569,249"
지엠비코리아(주),013870,2020/12,"15,929,339","-18,086,191","9,251,114","7,023,707","27,232,046",0,"459,681"
지엠비코리아(주),013870,2021/12,"4,834,024","-29,060,170","12,362,676","-8,543,605","28,347,924",0,"444,626"
지엠비코리아(주),013870,2022/12,"36,777,091","-19,858,147","-4,901,007","10,756,714","28,210,726",0,"426,018"
지엠비코리아(주),013870,2023/12,"20,852,089","-35,125,531","11,078,436","-3,501,161","28,512,548",0,"348,354"
지엠비코리아(주),013870,2024/12,"41,469,060","-53,860,603","6,094,970","-1,895,974","28,571,140",0,"335,721"
지엠비코리아(주),013870,2025/12,"7,097,456","-25,261,290","20,022,309","3,521,015","30,836,109",0,"305,655"
진양산업(주),003780,2013/12,"2,516,125","-6,309,766","3,280,818","-503,098","451,867",0,"7,830"
진양산업(주),003780,2014/12,"3,295,646","-212,619","-2,126,500","952,748","536,517",0,"2,654"
진양산업(주),003780,2015/12,"5,732,689","-2,382,019","-2,205,000","1,049,415","661,006",0,"2,668"
진양산업(주),003780,2016/12,"4,782,232","-3,218,823","-2,572,134","-938,833","737,106",0,"2,287"
진양산업(주),003780,2017/12,"4,077,913","-3,954,892","-484,678","-717,592","1,172,866",0,355
진양산업(주),003780,2018/12,"4,033,858","-2,458,298","-773,331","850,561","1,381,787",0,821
진양산업(주),003780,2019/12,"9,375,276","-2,144,216","-3,011,738","4,307,755","1,935,792",0,"1,142"
진양산업(주),003780,2020/12,"8,143,104","-7,649,652","1,410,914","1,299,889","2,049,952",0,"1,318"
진양산업(주),003780,2021/12,"6,152,979","-7,281,998","-580,153","-879,402","2,096,472",0,"1,447"
진양산업(주),003780,2022/12,"6,980,476","-6,147,863","-2,286,015","-1,309,109","2,978,689",0,"1,164"
진양산업(주),003780,2023/12,"11,906,992","-11,604,295","-1,579,043","-1,309,801","3,078,652",0,"1,162"
진양산업(주),003780,2024/12,"9,302,171","-5,717,552","-941,641","2,950,233","3,544,203",0,"1,022"
진양산업(주),003780,2025/12,"9,270,360","-2,932,196","-6,782,804","-750,887","3,576,424",0,"2,332"
진양폴리우레탄(주),010640,2013/12,,,,,,,
진양폴리우레탄(주),010640,2014/12,,,,,,,
진양폴리우레탄(주),010640,2015/12,,,,,,,
진양폴리우레탄(주),010640,2016/12,,,,,,,
진양폴리우레탄(주),010640,2017/12,,,,,,,
진양폴리우레탄(주),010640,2018/12,,,,,,,
진양폴리우레탄(주),010640,2019/12,"3,398,663","-8,142,031","5,015,315","271,947","1,514,090",0,0
진양폴리우레탄(주),010640,2020/12,"2,680,044","-1,260,236","-1,345,674","74,133","1,819,766",0,0
진양폴리우레탄(주),010640,2021/12,"5,060,069","-2,618,987","-2,413,050","37,346","2,003,598",0,0
진양폴리우레탄(주),010640,2022/12,"4,935,121","-1,699,044","-3,603,463","-369,916","2,112,941",0,0
진양폴리우레탄(주),010640,2023/12,"5,295,053","-5,497,444","1,402,745","1,199,438","2,368,676",0,0
진양폴리우레탄(주),010640,2024/12,,,,,,,
진양폴리우레탄(주),010640,2025/12,,,,,,,
진양화학(주),051630,2013/12,,,,,,,
진양화학(주),051630,2014/12,,,,,,,
진양화학(주),051630,2015/12,,,,,,,
진양화학(주),051630,2016/12,,,,,,,
진양화학(주),051630,2017/12,,,,,,,
진양화학(주),051630,2018/12,,,,,,,
진양화학(주),051630,2019/12,,,,,,,
진양화학(주),051630,2020/12,,,,,,,
진양화학(주),051630,2021/12,,,,,,,
진양화학(주),051630,2022/12,,,,,,,
진양화학(주),051630,2023/12,,,,,,,
진양화학(주),051630,2024/12,,,,,,,
진양화학(주),051630,2025/12,,,,,,,
진원생명과학(주),011000,2013/12,"-2,347,273","9,922,425","-4,669,748","2,860,418","690,000",0,"1,204,211"
진원생명과학(주),011000,2014/12,"-4,158,525","-9,615,947","15,175,520","1,405,054","513,582",0,"1,122,099"
진원생명과학(주),011000,2015/12,"778,498","-897,645","2,481,066","2,438,376","469,974",0,"654,255"
진원생명과학(주),011000,2016/12,"-12,388,731","-2,158,244","25,191,085","11,069,818","947,755",0,"185,138"
진원생명과학(주),011000,2017/12,"-4,040,043","-388,633","-3,956,464","-8,743,734","923,409",0,"181,076"
진원생명과학(주),011000,2018/12,"-7,268,957","-8,009,140","11,607,766","-3,642,446","1,116,706",0,"177,093"
진원생명과학(주),011000,2019/12,"-1,270,007","10,470,733","-656,995","8,543,105","2,317,220",0,"1,103,208"
진원생명과학(주),011000,2020/12,"-15,915,810","-44,305,356","106,234,937","45,510,417","3,894,577",0,"126,161"
진원생명과학(주),011000,2021/12,"-4,849,168","-146,398,011","111,023,458","-40,122,351","4,465,934",0,"164,923"
진원생명과학(주),011000,2022/12,"-24,113,048","8,055,142","7,012,570","-9,048,757","5,231,440",0,"192,240"
진원생명과학(주),011000,2023/12,"-21,743,561","25,891,861","-8,285,090","-4,150,077","12,479,431",0,"296,845"
진원생명과학(주),011000,2024/12,"-16,058,108","-2,845,354","10,959,006","-7,930,644","17,764,941",0,"196,542"
진원생명과학(주),011000,2025/12,"-16,540,945","-769,891","17,450,561","138,545","17,912,344",0,"283,895"
진흥기업(주),002780,2013/12,"4,845,731","-15,890","-2,392,446","2,437,395","247,615",0,"183,356"
진흥기업(주),002780,2014/12,"11,749,979","-7,199,276","-1,037,869","3,512,834","229,791",0,"148,816"
진흥기업(주),002780,2015/12,"100,208,210","-99,320,159","-87,934","800,117","200,560",0,"104,569"
진흥기업(주),002780,2016/12,"-42,774,919","68,376,683","-14,887,167","10,714,597","216,225",0,"100,653"
진흥기업(주),002780,2017/12,"-11,424,393","-1,798,023","36,893,152","23,670,737","342,021",0,"72,263"
진흥기업(주),002780,2018/12,,,,,,,
진흥기업(주),002780,2019/12,,,,,,,
진흥기업(주),002780,2020/12,,,,,,,
진흥기업(주),002780,2021/12,,,,,,,
진흥기업(주),002780,2022/12,,,,,,,
진흥기업(주),002780,2023/12,,,,,,,
진흥기업(주),002780,2024/12,,,,,,,
진흥기업(주),002780,2025/12,,,,,,,
차에이아이헬스케어(주),025620,2013/12,"-1,464,112","26,863","1,906,536","469,287","1,082,422",0,"41,728"
차에이아이헬스케어(주),025620,2014/12,,,,,,,
차에이아이헬스케어(주),025620,2015/12,"-16,235,111","9,645,272","13,737,744","3,216,719","677,265",0,"4,231"
차에이아이헬스케어(주),025620,2016/12,"7,084,511","-73,122,950","65,935,992","-109,480","261,260",0,"3,716"
차에이아이헬스케어(주),025620,2017/12,,,,,,,
차에이아이헬스케어(주),025620,2018/12,"-31,564,162","-28,479,983","63,871,640","3,828,291","1,812,392",0,"58,820"
차에이아이헬스케어(주),025620,2019/12,"3,502,550","10,733,417","-21,106,642","-6,817,959","3,818,617",0,"66,622"
차에이아이헬스케어(주),025620,2020/12,"-5,024,575","19,295,097","-14,228,099","7,172","1,545,077",0,"64,777"
차에이아이헬스케어(주),025620,2021/12,"-3,490,206","-16,308,876","26,552,890","6,760,073","1,443,026",0,"300,228"
차에이아이헬스케어(주),025620,2022/12,"-4,981,686","9,429,555","-2,285,743","2,160,836","798,339",0,"154,117"
차에이아이헬스케어(주),025620,2023/12,"-9,861,092","-184,687","4,350,973","-5,766,471","628,091",0,"43,033"
차에이아이헬스케어(주),025620,2024/12,"-6,913,460","2,228,833","1,935,156","-2,663,579","521,734",0,"45,420"
차에이아이헬스케어(주),025620,2025/12,"-6,711,883","-35,947,604","80,168,712","37,497,267","729,566",0,"25,414"
참엔지니어링(주),009310,2013/12,"8,718,572","12,784,146","-17,119,921","4,377,336","2,675,005",0,"1,808,216"
참엔지니어링(주),009310,2014/12,"-1,537,211","-1,587,046","-1,926,697","-5,050,954","3,049,275",0,"1,621,884"
참엔지니어링(주),009310,2015/12,"35,129,456","-4,944,306","1,821,193","32,009,664","2,854,519",0,"1,764,035"
