회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),비유동부채 (*)(IFRS연결)(천원),현금및현금성자산(*)(IFRS연결)(천원),매출채권(IFRS연결)(천원),재고자산(*)(IFRS연결)(천원),계약자산(IFRS연결)(천원),단기차입금(*)(IFRS연결)(천원),장기차입금(*)(IFRS연결)(천원),사채(*)(IFRS연결)(천원),매입채무(IFRS연결)(천원),유형자산(*)(IFRS연결)(천원),무형자산(*)(IFRS연결)(천원),선수금(*)(IFRS연결)(천원),자본금(*)(IFRS연결)(천원)
롯데칠성음료(주),005300,2023/12,"4,257,669,751","2,720,834,173","1,536,835,578","1,149,579,978","1,264,919,960","1,455,914,213","247,537,132","320,646,915","484,226,304",0,"111,006,000","159,044,841","995,000,000","323,086,000","2,439,023,830","67,727,804","765,000","5,027,097"
롯데칠성음료(주),005300,2024/12,"4,372,529,473","2,794,129,119","1,578,400,354","1,125,318,015","1,466,325,842","1,327,803,278","177,836,351","293,743,272","534,803,484",0,"163,435,000","141,306,345","840,000,000","383,139,043","2,602,805,049","77,248,783","1,575,204","5,027,097"
롯데칠성음료(주),005300,2025/12,"4,284,698,594","2,684,402,658","1,600,295,935","1,046,070,729","1,343,981,615","1,340,421,044","213,358,326","255,538,825","467,663,210",0,"142,674,935","126,509,414","860,000,000","320,863,105","2,556,778,715","85,808,601","1,668,557","5,027,097"
롯데케미칼(주),011170,2013/12,"10,687,663,571","4,393,204,848","6,294,458,723","4,614,354,226","2,929,005,557","1,464,199,290","979,089,879","1,491,790,475","1,628,759,889",,"576,979,159","445,426,209","723,592,528","1,357,749,554","4,186,519,031","20,592,374","23,701,000","171,377,095"
롯데케미칼(주),011170,2014/12,"10,322,655,619","3,853,656,850","6,468,998,769","4,321,552,617","2,057,809,967","1,795,846,883","949,302,735","1,259,617,462","1,528,109,897",,"588,808,893","462,973,354","1,050,000,000","644,856,376","3,975,810,387","20,362,884","57,579,151","171,377,095"
롯데케미칼(주),011170,2015/12,"11,467,808,899","3,912,222,824","7,555,586,075","5,405,499,990","2,146,107,849","1,766,114,975","1,942,218,656","1,010,654,381","1,162,746,556",,"444,775,582","171,805,461","1,330,877,600","631,579,961","3,964,852,432","34,442,560","27,847,789","171,377,095"
롯데케미칼(주),011170,2016/12,"15,866,834,170","6,466,016,999","9,400,817,170","5,851,675,896","3,448,810,302","3,017,206,697","2,202,944,465","1,488,980,065","1,477,157,254",,"1,414,679,503","545,848,148","1,896,199,300","911,627,019","5,546,663,157","1,068,600,007","45,824,536","171,377,095"
롯데케미칼(주),011170,2017/12,"19,550,971,101","7,296,204,039","12,254,767,061","8,225,469,338","3,790,891,300","3,505,312,739","1,685,211,989","1,601,292,678","1,535,989,484",,"703,496,377","1,415,497,565","1,290,000,000","1,186,008,323","6,716,184,181","986,777,410","46,004,420","171,377,095"
롯데케미칼(주),011170,2018/12,"20,799,138,833","7,254,811,593","13,544,327,241","8,143,917,539","3,961,420,261","3,293,391,331","1,329,974,466","1,482,351,910","1,777,344,107",0,"806,210,466","1,702,087,325","900,000,000","858,015,353","8,036,093,695","929,231,048","40,400,472","171,377,095"
롯데케미칼(주),011170,2019/12,"20,043,105,157","5,989,974,766","14,053,130,392","7,220,858,878","2,740,030,327","3,249,944,439","1,351,954,869","1,438,966,225","1,679,720,619",0,"586,309,452","1,124,803,964","1,200,000,000","947,706,175","7,505,115,477","1,052,988,415","41,569,156","171,377,095"
롯데케미칼(주),011170,2020/12,"19,386,545,995","5,674,190,701","13,712,355,294","6,876,462,666","2,867,690,835","2,806,499,866","1,522,332,788","1,394,517,481","1,557,128,566",0,"619,839,243","859,857,708","1,150,000,000","866,036,250","7,173,147,286","811,516,131","83,218,343","171,377,095"
롯데케미칼(주),011170,2021/12,"22,869,964,008","7,418,767,513","15,451,196,495","9,430,722,837","4,579,148,533","2,839,618,979","1,602,899,582","1,905,659,171","2,793,044,447",0,"1,019,993,751","635,407,541","1,160,000,000","1,667,616,061","7,503,368,417","708,672,234","119,057,681","171,377,095"
롯데케미칼(주),011170,2022/12,"26,784,587,811","9,520,345,524","17,264,242,287","9,466,179,971","6,384,043,035","3,136,302,488","2,809,675,585","2,092,454,918","2,548,763,114",0,"3,043,566,001","411,049,576","1,880,000,001","1,528,377,865","10,725,984,045","877,896,301","87,909,977","171,377,095"
롯데케미칼(주),011170,2023/12,"33,476,310,225","13,243,769,645","20,232,540,580","9,814,399,966","6,523,537,563","6,720,232,082","2,701,527,699","2,272,028,943","2,801,729,162","5,862,086","3,444,140,995","3,416,415,332","2,295,000,000","1,354,392,004","14,272,599,070","1,731,255,644","123,229,631","213,877,095"
롯데케미칼(주),011170,2024/12,"34,552,330,375","14,564,385,612","19,987,944,763","8,983,401,895","8,502,342,739","6,062,042,873","2,111,786,095","2,094,096,955","2,818,404,313","4,988,945","2,787,570,673","4,661,908,940","470,000,000","1,275,892,338","16,084,512,269","1,673,936,204","103,465,340","213,877,095"
롯데케미칼(주),011170,2025/12,"31,117,333,050","13,488,904,582","17,628,428,467","7,994,480,523","7,673,638,329","5,815,266,254","1,870,312,011","1,788,338,107","2,910,029,951","4,703,538","3,060,564,470","4,322,740,768","635,000,000","1,365,807,108","14,585,075,826","1,501,978,043","112,709,505","213,877,095"
롯데푸드(주),002270,2013/12,,,,,,,,,,,,,,,,,,
롯데푸드(주),002270,2014/12,,,,,,,,,,,,,,,,,,
롯데푸드(주),002270,2015/12,,,,,,,,,,,,,,,,,,
롯데푸드(주),002270,2016/12,,,,,,,,,,,,,,,,,,
롯데푸드(주),002270,2017/12,,,,,,,,,,,,,,,,,,
롯데푸드(주),002270,2018/12,,,,,,,,,,,,,,,,,,
롯데푸드(주),002270,2019/12,,,,,,,,,,,,,,,,,,
롯데푸드(주),002270,2020/12,"1,286,538,902","525,342,885","761,196,017","552,040,613","317,842,445","207,500,440","121,109,477","182,601,508","183,296,423",0,"4,000,000",0,"150,000,000","73,594,393","586,316,369","7,403,650","2,343,579","5,659,350"
롯데푸드(주),002270,2021/12,"1,271,498,706","485,466,249","786,032,457","482,378,799","257,313,141","228,153,108","63,340,166","182,582,439","219,065,288",0,0,0,"169,999,772","89,548,291","562,735,859","7,205,150","2,265,435","6,045,275"
롯데하이마트(주),071840,2013/12,"2,755,424,265","1,160,384,204","1,595,040,061","529,084,809","401,629,767","758,754,438","62,003,957","76,008,808","339,728,654",,"70,000,000","98,869,860","631,659,000","170,425,471","420,719,691","8,465,969","32,760,697","118,038,560"
롯데하이마트(주),071840,2014/12,,,,,,,,,,,,,,,,,,
롯데하이마트(주),071840,2015/12,,,,,,,,,,,,,,,,,,
롯데하이마트(주),071840,2016/12,,,,,,,,,,,,,,,,,,
롯데하이마트(주),071840,2017/12,,,,,,,,,,,,,,,,,,
롯데하이마트(주),071840,2018/12,,,,,,,,,,,,,,,,,,
롯데하이마트(주),071840,2019/12,,,,,,,,,,,,,,,,,,
롯데하이마트(주),071840,2020/12,,,,,,,,,,,,,,,,,,
롯데하이마트(주),071840,2021/12,,,,,,,,,,,,,,,,,,
롯데하이마트(주),071840,2022/12,,,,,,,,,,,,,,,,,,
롯데하이마트(주),071840,2023/12,,,,,,,,,,,,,,,,,,
롯데하이마트(주),071840,2024/12,,,,,,,,,,,,,,,,,,
롯데하이마트(주),071840,2025/12,,,,,,,,,,,,,,,,,,
명문제약(주),017180,2013/12,"192,410,404","119,212,931","73,197,472","102,538,640","111,478,475","7,734,456","3,399,847","74,155,543","16,476,442",,"70,840,149","101,677",0,"8,950,701","77,866,941","4,366,540","843,133","8,500,000"
명문제약(주),017180,2014/12,"190,660,551","117,508,143","73,152,408","101,914,691","107,157,735","10,350,408","4,921,450","71,320,172","17,498,342",,"84,269,804","1,922,071",0,"11,056,856","78,001,058","2,798,579","617,990","8,755,000"
명문제약(주),017180,2015/12,"199,417,323","132,297,801","67,119,522","96,925,044","117,106,432","15,191,369","2,498,120","69,138,267","18,389,874",,"89,403,484","620,280",0,"10,351,444","98,089,064","2,845,518","563,065","9,055,000"
명문제약(주),017180,2016/12,"221,075,417","126,395,479","94,679,938","111,853,936","110,506,328","15,889,151","17,626,067","68,604,064","19,116,961",,"83,048,638","186,200",0,"13,364,883","105,795,769","1,336,145","804,043","11,610,000"
명문제약(주),017180,2017/12,"235,076,921","133,358,052","101,718,869","106,553,579","114,536,162","18,821,890","1,397,242","73,288,023","20,917,977",,"84,018,748","3,093,100",0,"14,943,619","125,420,436","1,278,162","1,084,658","12,020,000"
명문제약(주),017180,2018/12,"243,065,788","150,001,919","93,063,869","106,970,793","123,355,335","26,646,584","622,921","74,869,119","20,447,041",0,"90,076,844","9,473,120",0,"15,481,287","131,418,129","1,379,820","1,253,216","12,270,000"
명문제약(주),017180,2019/12,"264,441,725","184,246,225","80,195,500","100,741,630","133,382,418","50,863,807","572,140","74,325,262","26,078,532",0,"89,333,803","13,615,468","10,017,417","16,683,341","154,201,779","569,704","1,234,116","12,270,000"
명문제약(주),017180,2020/12,"243,025,043","152,250,254","90,774,789","80,577,326","125,320,034","26,930,220","4,553,247","41,602,436","30,245,901",0,"82,396,778","6,388,022",0,"15,905,215","149,944,389","330,029","1,275,087","16,976,727"
명문제약(주),017180,2021/12,"223,263,082","137,389,373","85,873,709","67,466,131","113,087,639","24,301,734","6,812,687","36,329,105","26,031,634",0,"75,656,565","4,957,250",0,"13,632,536","142,861,096","247,389","990,851","16,976,727"
명문제약(주),017180,2022/12,"230,449,823","135,182,359","95,267,464","70,706,928","110,821,454","24,360,905","4,857,575","38,626,374","25,659,791",0,"73,503,044","6,091,530",0,"15,676,949","141,776,577","318,469","1,098,618","16,976,727"
명문제약(주),017180,2023/12,"236,548,794","147,794,261","88,754,532","81,436,186","116,372,828","31,421,433","7,961,794","41,040,372","30,280,253",0,"74,607,481","12,584,200",0,"16,746,436","140,195,918","267,486","1,470,604","16,976,727"
명문제약(주),017180,2024/12,"257,987,686","154,865,087","103,122,599","80,329,215","92,659,590","62,205,497","4,392,154","43,262,717","32,684,702",0,"42,113,713","35,254,800",0,"17,381,873","161,993,574","528,858","1,098,202","16,976,727"
명문제약(주),017180,2025/12,"272,455,465","167,998,750","104,456,715","92,071,922","96,362,975","71,635,774","5,835,762","44,057,975","38,723,887",0,"51,105,744","42,646,292",0,"15,379,411","165,856,129","472,334","1,114,862","16,976,727"
명신산업(주),009900,2020/12,"476,900,966","292,854,334","184,046,633","285,096,538","224,682,322","68,172,012","88,466,092","83,310,454","76,959,919",0,"51,662,000","42,492,620",0,"69,888,642","167,120,942","4,348,356","1,049,667","19,786,501"
명신산업(주),009900,2021/12,"719,480,410","422,389,632","297,090,779","435,371,071","332,069,290","90,320,342","100,969,985","168,349,129","139,175,966",0,"101,462,881","56,141,034",0,"170,249,352","224,598,025","4,792,318","2,959,237","26,235,067"
명신산업(주),009900,2022/12,"929,267,254","545,467,700","383,799,554","562,797,781","375,289,532","170,178,168","136,162,552","215,450,687","166,577,323",0,"80,675,041","91,890,517",0,"178,919,758","306,234,919","4,610,285","14,830,316","26,235,067"
명신산업(주),009900,2023/12,"1,044,875,998","509,720,441","535,155,557","646,838,346","326,691,684","183,028,757","252,817,761","216,268,330","131,267,429",0,"45,894,000","101,508,574",0,"169,589,805","355,136,686","816,080","25,179,054","26,235,067"
명신산업(주),009900,2024/12,"1,210,314,499","512,838,006","697,476,493","704,495,197","286,388,478","226,449,528","266,602,310","202,162,396","123,489,967",0,"31,050,000","120,466,549",0,"143,738,676","459,316,052","2,050,046","14,870,875","26,235,067"
명신산업(주),009900,2025/12,"1,420,721,058","651,835,348","768,885,711","843,073,682","405,986,716","245,848,632","214,182,716","191,789,014","107,758,697",0,"98,530,775","159,092,420",0,"162,323,828","464,138,469","2,796,833","20,476,002","26,235,067"
명인제약(주),317450,2025/12,"841,674,647","47,296,541","794,378,106","643,308,727","46,184,037","1,112,504","31,791,532","65,083,151","64,107,845",0,0,0,0,"6,300,542","116,559,641","5,519,984","308,676","7,300,000"
모나용평(주),070960,2016/12,"928,945,970","532,503,883","396,442,087","236,969,814","307,473,064","225,030,819","74,489,578","139,493,059","14,202,656",,"105,000,000","22,063,850",0,"1,964,823","685,157,269","5,242,800","117,174,023","240,666,665"
모나용평(주),070960,2017/12,"868,156,494","459,975,321","408,181,173","142,599,010","257,429,706","202,545,615","32,481,830","88,763,915","14,045,138",,"119,907,047","20,926,150",0,"1,754,700","712,390,469","11,224,884","43,325,927","240,666,665"
모나용평(주),070960,2018/12,"812,775,928","398,605,370","414,170,559","103,997,136","187,144,500","211,460,870","59,660,346","21,812,667","13,395,672","2,771,942","115,000,000","4,246,270","33,543,000","1,469,446","693,749,963","12,029,402","10,613,256","240,666,665"
모나용평(주),070960,2019/12,"849,935,619","454,153,341","395,782,278","108,790,438","223,287,000","230,866,341","49,226,691","21,086,261","15,953,707","3,500,190","115,000,000","2,566,630","34,734,000","1,737,450","727,193,121","11,755,067","43,608,038","240,666,665"
모나용평(주),070960,2020/12,"911,905,132","534,133,790","377,771,342","167,126,710","346,696,835","187,436,955","72,069,276","17,847,170","39,590,677",0,"115,000,000","9,938,607",0,"428,531","730,768,132","11,770,602","93,943,914","240,666,665"
모나용평(주),070960,2021/12,"841,499,592","455,244,978","386,254,614","100,878,596","201,392,822","253,852,156","35,585,252","25,084,981","1,312,854",0,"135,000,000","7,724,167","35,565,000","1,453,571","717,871,043","11,377,686","16,223,733","240,666,665"
모나용평(주),070960,2022/12,"868,285,864","490,578,387","377,707,477","136,438,735","237,587,420","252,990,967","35,922,041","30,851,514","22,718,935",0,"134,000,000","3,856,667","38,025,000","2,186,851","700,180,585","11,344,596","27,525,620","240,666,665"
모나용평(주),070960,2023/12,"1,004,928,193","619,154,070","385,774,123","242,754,624","395,993,192","223,160,878","25,489,373","33,142,485","45,313,643",0,"133,300,000","8,511,667",0,"2,557,945","708,452,776","11,354,552","123,363,278","240,666,665"
모나용평(주),070960,2024/12,"1,017,716,442","624,549,090","393,167,352","185,389,241","315,034,777","309,514,313","14,387,205","42,277,015","91,145,665",0,"149,137,344","48,669,057","44,100,000","2,595,367","728,581,709","11,873,535","46,406,351","240,666,665"
모나용평(주),070960,2025/12,"1,027,782,181","665,128,593","362,653,588","300,870,463","351,174,084","313,954,509","25,845,910","50,698,460","164,626,961",0,"175,109,195","39,751,356","47,647,000","13,423,407","664,201,986","10,324,112","29,843,229","240,666,665"
무림페이퍼(주),009200,2013/12,"2,279,635,167","1,616,182,374","663,452,792","609,769,206","829,902,614","786,279,761","131,036,455","193,459,846","253,163,433",,"444,936,666","431,826,444","250,000,000","42,318,781","1,212,125,900","11,773,880","8,467,632","104,023,275"
무림페이퍼(주),009200,2014/12,"2,157,864,369","1,558,388,943","599,475,427","734,956,739","826,735,999","731,652,943","149,322,045","200,515,500","206,121,542",,"380,863,273","475,406,961","144,833,480","47,640,547","1,152,957,960","18,433,513","7,928,899","104,023,275"
무림페이퍼(주),009200,2015/12,"2,170,261,009","1,574,133,473","596,127,536","668,058,939","917,049,116","657,084,357","138,613,449","187,882,097","235,923,798",,"453,918,632","316,539,074","154,180,000","46,026,300","1,151,403,108","17,253,122","4,638,745","104,023,275"
무림페이퍼(주),009200,2016/12,"1,904,532,338","1,313,030,904","591,501,434","504,791,268","795,721,329","517,309,574","117,343,336","177,405,597","179,564,172",,"432,527,357","311,065,902","99,020,000","43,885,294","1,097,748,845","15,877,009","5,931,286","104,023,275"
무림페이퍼(주),009200,2017/12,"1,915,712,278","1,270,092,233","645,620,045","626,355,099","712,710,111","557,382,122","149,073,751","188,525,476","194,854,551",,"376,344,675","239,348,105","201,428,000","52,205,800","1,054,588,249","12,989,637","4,680,247","104,023,275"
무림페이퍼(주),009200,2018/12,"2,014,259,668","1,346,709,029","667,550,639","670,504,839","794,668,623","552,040,405","188,957,177","207,679,266","235,112,481",0,"339,214,185","418,832,130",0,"58,443,226","1,039,249,604","12,789,980","4,631,959","104,023,275"
무림페이퍼(주),009200,2019/12,"2,158,547,900","1,470,638,051","687,909,849","595,668,290","771,428,543","699,209,507","137,982,743","199,275,080","206,884,630",0,"418,321,531","523,916,254",0,"52,014,089","1,232,480,787","6,147,204","11,102,810","104,023,275"
무림페이퍼(주),009200,2020/12,"2,194,982,288","1,550,132,325","644,849,963","642,312,606","745,823,730","804,308,596","255,410,398","152,679,136","170,339,765",0,"333,229,260","623,426,595",0,"43,286,584","1,229,371,753","5,380,553","11,733,239","104,023,275"
무림페이퍼(주),009200,2021/12,"2,284,417,095","1,637,863,898","646,553,197","675,375,091","916,793,582","721,070,316","193,545,039","214,854,217","199,969,657",0,"382,954,307","553,216,275",0,"44,136,867","1,201,852,358","4,187,038","14,890,645","104,023,275"
무림페이퍼(주),009200,2022/12,"2,429,133,746","1,739,726,817","689,406,929","909,652,425","1,017,158,104","722,568,713","238,174,102","252,134,001","293,722,435",0,"482,551,054","564,427,060",0,"60,888,812","1,156,763,024","3,977,885","8,364,770","104,023,275"
무림페이퍼(주),009200,2023/12,"2,392,625,542","1,711,139,619","681,485,923","794,127,508","998,949,826","712,189,793","177,881,325","244,640,526","245,690,369",0,"554,516,483","555,105,643",0,"60,956,340","1,261,601,423","3,313,320","7,235,584","104,023,275"
무림페이퍼(주),009200,2024/12,"2,482,701,675","1,757,952,556","724,749,119","921,515,239","1,289,858,401","468,094,155","233,672,490","233,409,961","263,244,783",0,"653,434,309","322,101,857",0,"71,059,722","1,343,217,122","3,002,220","3,498,521","104,023,275"
무림페이퍼(주),009200,2025/12,"2,575,053,587","1,880,192,633","694,860,955","872,322,924","1,137,650,438","742,542,194","248,760,927","218,269,794","255,093,156",0,"788,182,298","589,034,286",0,"52,985,808","1,406,119,544","3,147,153","9,648,821","104,023,275"
무림피앤피(주),009580,2013/12,"1,231,080,132","656,372,864","574,707,268","319,719,540","343,734,626","312,638,238","42,157,468","115,254,412","148,390,212",,"201,430,733","201,576,911","50,000,000","23,037,381","877,020,506","6,316,930","16,374,618","155,920,810"
무림피앤피(주),009580,2014/12,"1,149,695,432","602,773,860","546,921,573","270,526,029","260,412,003","342,361,857","52,539,072","85,529,355","125,578,724",,"158,946,142","227,980,290","50,000,000","27,730,115","838,000,600","13,847,999","7,573,053","155,920,810"
무림피앤피(주),009580,2015/12,"1,168,025,790","621,743,991","546,281,799","290,970,608","384,691,799","237,052,191","58,428,038","85,199,480","141,312,666",,"170,196,500","147,204,727","20,000,000","24,597,209","834,625,341","13,391,954","4,715,066","155,920,810"
무림피앤피(주),009580,2016/12,"1,095,295,628","561,198,967","534,096,662","256,338,704","340,893,141","220,305,826","48,938,947","87,202,416","114,963,809",,"184,204,719","149,332,396",0,"25,506,743","798,780,408","13,035,562","6,069,686","155,920,810"
무림피앤피(주),009580,2017/12,"1,102,417,266","539,196,324","563,220,942","282,098,667","306,183,175","233,013,149","76,514,710","96,267,693","106,638,808",,"148,234,748","158,312,903",0,"27,202,186","774,609,470","10,761,171","9,560,922","155,920,810"
무림피앤피(주),009580,2018/12,"1,355,957,771","721,595,900","634,361,871","346,304,978","462,506,131","259,089,769","81,483,036","111,102,124","117,320,302",0,"221,899,450","167,810,519",0,"26,320,097","772,298,436","10,691,594","8,496,091","155,920,810"
무림피앤피(주),009580,2019/12,"1,350,311,527","729,754,371","620,557,157","391,028,640","392,355,441","337,398,930","74,460,491","87,938,880","125,110,118",0,"195,092,312","242,131,025",0,"28,037,554","736,615,861","3,671,399","19,038,218","155,920,810"
무림피앤피(주),009580,2020/12,"1,430,440,066","829,022,676","601,417,390","361,693,386","432,016,835","397,005,841","142,986,039","75,242,615","95,108,868",0,"217,746,307","296,459,982",0,"21,537,618","741,870,491","2,958,400","13,577,930","155,920,810"
무림피앤피(주),009580,2021/12,"1,483,591,839","864,649,855","618,941,984","343,186,717","527,377,860","337,271,994","80,455,563","107,365,220","97,749,887",0,"204,989,492","242,866,063",0,"24,678,272","732,091,543","2,215,611","15,659,608","155,920,810"
무림피앤피(주),009580,2022/12,"1,604,057,803","941,368,622","662,689,181","606,630,104","590,302,744","351,065,878","131,372,059","168,133,709","144,392,312",0,"311,675,605","112,537,696","146,778,701","34,295,084","711,411,898","2,048,675","19,243,466","155,920,810"
무림피앤피(주),009580,2023/12,"1,622,970,089","992,596,055","630,374,034","575,867,113","587,649,783","404,946,272","97,507,893","138,177,278","131,382,056",0,"305,896,793","194,424,309","124,748,600","30,330,959","823,484,475","1,687,039","12,256,596","155,920,810"
무림피앤피(주),009580,2024/12,"1,691,457,265","1,045,487,789","645,969,476","553,511,009","699,539,048","345,948,742","134,391,122","130,278,392","140,707,247",0,"375,232,529","274,878,545",0,"28,418,646","907,862,527","1,488,612","5,367,095","155,920,810"
무림피앤피(주),009580,2025/12,"1,820,115,151","1,213,334,706","606,780,444","555,422,090","704,752,704","508,582,002","122,643,548","137,950,022","150,176,218",0,"446,736,693","432,326,722",0,"29,118,066","982,917,833","1,287,173","12,759,091","155,920,810"
문배철강(주),008420,2013/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2014/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2015/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2016/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2017/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2018/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2019/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2020/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2021/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2022/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2023/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2024/12,,,,,,,,,,,,,,,,,,
문배철강(주),008420,2025/12,,,,,,,,,,,,,,,,,,
미래산업(주),025560,2013/12,"75,968,359","45,408,909","30,559,451","24,921,630","37,241,698","8,167,211","1,030,160","32,010,178","9,880,811",,"19,229,899","2,600,000",0,"12,240,610","21,813,142","13,859,418","227,256","30,109,444"
미래산업(주),025560,2014/12,"64,768,918","26,894,156","37,874,762","18,268,811","21,276,560","5,617,595","331,072","26,184,395","9,244,936",,"3,593,943",0,0,"6,172,480","20,939,530","10,068,737","728,273","44,507,199"
미래산업(주),025560,2015/12,"70,111,792","21,859,322","48,252,470","38,598,179","17,702,413","4,156,909","2,540,710","25,759,101","13,591,211",,"7,300,000",0,0,"4,763,057","20,730,266","8,569,128","108,373","50,101,604"
미래산업(주),025560,2016/12,"84,503,325","11,408,136","73,095,189","56,957,603","6,618,644","4,789,492","13,393,783","29,829,415","13,745,588",,"535,535",0,0,"3,572,707","20,298,475","6,540,824","467,814","63,081,840"
미래산업(주),025560,2017/12,"84,456,717","23,839,976","60,616,740","58,213,327","19,051,167","4,788,809","4,732,003","12,815,913","20,960,659",,"1,000",0,0,"5,272,407","20,019,935","4,570,403","702,421","63,081,840"
미래산업(주),025560,2018/12,"68,651,324","21,051,441","47,599,883","47,396,264","16,116,378","4,935,062","2,017,876","9,947,467","10,438,218",0,"1,000",0,0,"2,278,080","19,234,680","1,018,052",0,"63,481,840"
미래산업(주),025560,2019/12,"74,810,112","8,525,934","66,284,178","51,685,504","4,665,215","3,860,718","31,174,914","8,031,241","10,041,300",0,0,0,0,"2,109,654","18,464,622","715,015",0,"84,321,840"
미래산업(주),025560,2020/12,"95,757,333","31,682,005","64,075,328","39,735,830","19,308,508","12,373,498","10,723,865","11,583,554","11,407,959",0,0,"8,900,000",0,"3,755,918","25,809,246","886,215",0,"1,866,293"
미래산업(주),025560,2021/12,"117,721,879","33,079,604","84,642,275","70,058,253","29,058,103","4,021,501","38,168,303","9,044,219","19,201,160",0,"4,450,000",0,0,"4,835,748","17,742,991","1,328,093","314,107","2,226,004"
미래산업(주),025560,2022/12,"134,409,510","41,043,554","93,365,956","75,437,247","33,854,992","7,188,562","31,630,418","14,827,055","24,041,995",0,"7,450,000",0,0,"2,542,470","16,496,109","1,342,724",0,"2,226,004"
미래산업(주),025560,2023/12,"103,781,273","27,339,221","76,442,051","49,339,522","22,156,241","5,182,980","9,492,280","5,079,794","7,463,679",0,"4,450,000",0,0,"1,071,452","16,827,876","870,766",0,"15,214,885"
미래산업(주),025560,2024/12,"131,612,703","25,602,471","106,010,232","45,145,359","20,305,759","5,296,712","13,497,894","10,952,467","17,568,618",0,"4,450,000",0,0,"2,187,003","47,805,065","970,926",0,"29,114,567"
미래산업(주),025560,2025/12,"152,351,413","29,747,829","122,603,584","59,422,314","19,554,012","10,193,817","10,866,614","14,862,033","34,639,163",0,"7,450,000","6,500,000",0,"8,271,155","16,994,175","1,020,854",0,"2,241,327"
미원상사(주),002840,2013/12,"226,444,664","90,388,626","136,056,038","91,163,541","55,443,176","34,945,449","6,396,393","35,324,304","45,747,269",,"25,162,304","21,890,000",0,"17,636,350","96,100,049","2,053,848","121,657","7,791,365"
미원상사(주),002840,2014/12,"228,635,451","83,357,994","145,277,457","94,447,459","64,263,063","19,094,931","5,999,384","36,129,107","48,466,516",,"29,858,925","5,500,000",0,"12,686,357","97,750,743","1,961,394","67,581","7,837,185"
미원상사(주),002840,2015/12,"231,194,650","67,619,909","163,574,740","96,124,498","47,766,955","19,852,955","9,253,440","38,301,969","45,099,955",,"20,980,680","5,500,000",0,"15,098,660","87,944,181","2,029,685","92,404","7,892,070"
미원상사(주),002840,2016/12,"329,573,660","90,359,268","239,214,392","144,349,695","66,502,125","23,857,143","20,079,726","60,091,020","55,132,709",,"22,909,158","2,891,904",0,"21,884,502","134,312,769","2,283,855","219,110","7,949,030"
미원상사(주),002840,2017/12,"290,102,776","82,925,831","207,176,945","115,995,907","59,589,152","23,336,680","4,830,499","55,390,792","50,057,827",,"23,111,879","5,481,064",0,"24,461,335","118,419,509","2,069,542","380,783","7,968,720"
미원상사(주),002840,2018/12,"245,546,856","47,856,988","197,689,868","111,709,083","34,165,768","13,691,220","23,068,935","35,174,730","47,319,502",0,"282,812",0,0,"17,488,545","77,879,225","1,354,634","345,495","7,992,480"
미원상사(주),002840,2019/12,"280,693,590","56,138,292","224,555,298","120,230,353","35,509,236","20,629,056","9,264,271","44,814,695","61,239,016",0,"531,670",0,0,"14,630,284","109,997,183","1,776,732","944,705","6,661,780"
미원상사(주),002840,2020/12,"328,954,823","61,380,691","267,574,132","137,696,042","35,622,098","25,758,593","22,249,007","50,535,677","62,321,029",0,"696,466",0,0,"16,118,965","137,233,393","1,745,121","764,424","6,661,780"
미원상사(주),002840,2021/12,"372,413,719","76,426,655","295,987,064","171,562,462","46,649,328","29,777,327","22,490,795","60,390,186","85,524,319",0,"430,310",0,0,"24,932,566","142,195,289","2,166,185","493,932","6,661,780"
미원상사(주),002840,2022/12,"415,619,325","73,770,759","341,848,565","197,197,077","48,106,996","25,663,764","25,264,165","64,709,439","102,743,683",0,"613,848",0,0,"16,173,233","156,827,465","2,046,236","1,738,261","6,661,780"
미원상사(주),002840,2023/12,"447,566,169","69,598,937","377,967,232","196,731,104","39,482,674","30,116,263","37,421,709","58,633,077","95,867,950",0,"549,188",0,0,"16,105,090","186,524,180","2,189,103","1,329,543","6,661,780"
미원상사(주),002840,2024/12,"478,696,089","78,232,426","400,463,663","222,219,794","47,794,274","30,438,152","35,326,512","63,069,013","111,019,777",0,"147,212",0,0,"20,798,244","187,403,804","2,347,319","1,354,118","6,661,780"
미원상사(주),002840,2025/12,"492,894,739","76,510,174","416,384,564","223,824,900","45,408,061","31,102,113","26,488,254","61,572,386","123,905,584",0,"56,542",0,0,"18,788,690","197,368,097","2,422,109","2,068,403","6,661,780"
미원스페셜티케미칼(주),268280,2017/12,,,,,,,,,,,,,,,,,,
