회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),비유동부채 (*)(IFRS연결)(천원),현금및현금성자산(*)(IFRS연결)(천원),매출채권(IFRS연결)(천원),재고자산(*)(IFRS연결)(천원),계약자산(IFRS연결)(천원),단기차입금(*)(IFRS연결)(천원),장기차입금(*)(IFRS연결)(천원),사채(*)(IFRS연결)(천원),매입채무(IFRS연결)(천원),유형자산(*)(IFRS연결)(천원),무형자산(*)(IFRS연결)(천원),선수금(*)(IFRS연결)(천원),자본금(*)(IFRS연결)(천원)
(주)MH에탄올,023150,2013/12,"129,697,936","83,812,413","45,885,523","43,178,092","75,260,635","8,551,778","108,868","10,691,393","12,486,229",,"64,376,121","8,166,707",0,"3,722","70,410,722","41,726","4,981,505","4,407,500"
(주)MH에탄올,023150,2014/12,"85,534,839","32,746,158","52,788,681","28,731,429","31,619,269","1,126,889","7,509","10,379,733","6,986,598",,"28,450,064","732,160",0,0,"36,083,190","410,429",0,"4,596,763"
(주)MH에탄올,023150,2015/12,"78,996,052","21,111,704","57,884,347","22,500,870","20,538,639","573,065","3,159,526","11,080,407","3,603,074",,"18,000,000","484,060",0,0,"36,846,510","416,174",0,"4,596,763"
(주)MH에탄올,023150,2016/12,"72,339,673","8,757,790","63,581,883","19,709,368","7,640,748","1,117,043","1,365,583","9,965,259","5,538,540",,"5,000,000","348,460",0,0,"37,390,804","348,103",0,"4,596,763"
(주)MH에탄올,023150,2017/12,"500,180,086","393,342,742","106,837,344","84,767,703","189,894,170","203,448,572","14,814,756","10,887,252","5,608,722",,"41,603,421","169,747,422",0,"457,631","389,268,406","499,887","378,092","4,596,763"
(주)MH에탄올,023150,2018/12,"440,177,523","348,592,051","91,585,473","29,576,016","141,080,352","207,511,699","6,903,478","10,529,867","6,538,026",0,"45,739,383","163,785,632",0,"627,047","390,589,052","489,887","414,005","4,596,763"
(주)MH에탄올,023150,2019/12,"451,474,451","372,085,374","79,389,077","32,814,839","282,350,933","89,734,441","9,075,329","9,499,084","8,173,323",0,"46,242,628","31,219,687",0,"528,575","402,623,574","375,556","537,941","4,596,763"
(주)MH에탄올,023150,2020/12,"449,679,366","369,253,871","80,425,495","37,728,511","146,138,663","223,115,208","12,487,284","9,609,406","8,357,467",0,"44,520,549","164,313,891",0,"496,354","395,517,355","354,756","917,713","4,596,763"
(주)MH에탄올,023150,2021/12,"451,460,752","366,757,413","84,703,339","52,073,620","297,329,931","69,427,482","26,580,456","9,911,269","9,185,766",0,"45,807,596","24,478,958",0,"541,838","385,959,512","905,837","390,069","4,596,763"
(주)MH에탄올,023150,2022/12,"447,440,404","352,042,677","95,397,727","52,735,465","190,941,543","161,101,134","14,940,678","11,660,413","8,772,681",0,"73,992,274","119,332,861",0,"631,879","376,473,746","897,258","448,366","4,596,763"
(주)MH에탄올,023150,2023/12,"445,231,563","346,161,545","99,070,017","59,884,864","183,464,749","162,696,796","26,113,377","12,139,034","10,964,395",0,"72,818,840","120,434,457",0,"497,205","366,740,534","896,178","447,034","4,596,763"
(주)MH에탄올,023150,2024/12,"401,701,921","324,598,919","77,103,002","60,311,748","290,086,194","34,512,724","27,884,932","11,990,896","9,845,810",0,"72,145,984","12,423,500",0,"442,935","326,129,882","895,098","53,204","4,596,763"
(주)MH에탄올,023150,2025/12,"261,165,503","198,604,373","62,561,130","47,821,233","176,656,983","21,947,390","11,611,260","11,113,846","10,102,239",0,"66,706,133","3,270,558",0,"442,929","196,982,344","894,016","46,287","4,596,763"
(주)SH에너지화학,002360,2013/12,"110,488,951","40,889,810","69,599,141","59,051,785","35,131,167","5,758,644","5,531,807","33,797,271","11,944,305",,"26,982,012","500,000",0,"2,599,202","32,065,097","10,003,184","1,084,642","55,739,975"
(주)SH에너지화학,002360,2014/12,"110,741,407","26,504,210","84,237,197","60,325,646","20,681,148","5,823,062","7,793,768","33,429,222","13,898,172",,"9,568,698",0,0,"2,223,255","31,132,703","10,521,441","2,928,201","55,739,975"
(주)SH에너지화학,002360,2015/12,"115,520,726","23,874,505","91,646,221","68,213,722","17,080,931","6,793,574","19,647,658","32,536,497","11,899,473",,"6,881,833",0,0,"1,103,755","32,660,706","5,134,337","1,319,187","55,739,975"
(주)SH에너지화학,002360,2016/12,"124,488,724","20,399,837","104,088,887","84,222,915","12,512,423","7,887,414","26,449,147","44,363,775","11,572,141",,"3,560,425",0,0,"1,504,713","31,796,198","4,175,984","189,968","55,739,975"
(주)SH에너지화학,002360,2017/12,"125,312,154","17,618,682","107,693,472","87,597,479","8,284,440","9,334,242","33,117,530","32,135,522","19,985,599",,"3,553,570",0,0,"1,775,928","31,096,409","3,305,768","75,560","55,739,975"
(주)SH에너지화학,002360,2018/12,"122,434,685","17,043,794","105,390,892","85,758,694","6,658,546","10,385,247","29,395,933","28,065,346","22,253,999",0,"3,500,000",0,0,"969,166","30,043,406","3,623,591","16,450","55,739,975"
(주)SH에너지화학,002360,2019/12,"123,415,832","24,415,856","98,999,976","83,558,867","7,524,603","16,891,253","40,801,867","19,343,406","16,753,438",0,"3,500,000","4,800,000",0,"1,033,114","33,194,337","2,880,252","197,376","55,739,975"
(주)SH에너지화학,002360,2020/12,"117,356,594","27,348,204","90,008,391","72,449,407","7,397,527","19,950,677","32,973,581","15,625,413","9,593,716",0,"3,500,000","7,200,000",0,"1,300,051","36,567,990","2,168,941","143,903","55,739,975"
(주)SH에너지화학,002360,2021/12,"119,629,058","27,889,956","91,739,102","78,260,038","13,060,169","14,829,786","19,491,367","22,863,139","12,326,041",0,"3,500,000","2,400,000",0,"1,551,279","34,149,464","2,103,521","185,840","55,739,975"
(주)SH에너지화학,002360,2022/12,"124,160,292","30,058,824","94,101,468","81,702,957","10,758,687","19,300,137","17,055,408","21,132,526","21,341,072",0,"3,500,000","8,809,000",0,"1,603,249","37,044,119","1,443,059","159,814","55,739,975"
(주)SH에너지화학,002360,2023/12,"120,793,105","30,661,330","90,131,775","78,088,815","12,495,369","18,165,962","23,267,219","19,074,689","20,158,091",0,"3,500,000","6,649,000",0,"1,403,438","35,116,029","1,478,788","73,039","55,739,975"
(주)SH에너지화학,002360,2024/12,"110,375,913","30,420,665","79,955,248","71,908,117","13,659,612","16,761,054","19,231,415","17,798,884","20,925,209",0,"3,500,000","4,883,000",0,"1,224,971","29,359,519","1,216,259","526,721","55,739,975"
(주)SH에너지화학,002360,2025/12,"101,820,432","32,127,479","69,692,952","63,215,249","14,044,449","18,083,030","15,532,293","18,112,631","18,063,267",0,"3,500,000","6,141,720",0,"1,847,345","27,175,673","1,015,765","278,066","55,739,975"
(주)SIMPAC,009160,2013/12,"361,985,890","153,154,843","208,831,047","108,635,043","133,795,401","19,359,442","9,579,706","70,776,019","25,646,140",,"57,162,310","6,666,640",0,"38,556,438","73,711,642","1,210,715","25,784,574","14,542,463"
(주)SIMPAC,009160,2014/12,"381,939,281","162,814,028","219,125,252","144,850,453","136,708,331","26,105,697","26,579,526","85,807,726","40,715,808",,"35,004,397","2,499,990",0,"46,030,344","169,381,419","1,028,152","38,558,651","14,542,463"
(주)SIMPAC,009160,2015/12,"422,833,445","190,825,603","232,007,841","174,086,524","169,308,019","21,517,584","24,992,942","92,407,160","56,208,760",,"50,481,896","220,000",0,"53,845,716","180,973,199","1,539,146","45,139,297","14,542,463"
(주)SIMPAC,009160,2016/12,"417,865,468","177,448,939","240,416,530","176,778,523","155,344,858","22,104,080","51,893,169","82,187,792","45,959,349",,"24,590,628","220,000",0,"46,855,264","178,694,040","1,073,183","37,954,983","14,542,463"
(주)SIMPAC,009160,2017/12,"381,158,251","140,332,152","240,826,100","150,671,614","130,651,105","9,681,046","30,772,455","92,525,495","39,255,148",,"20,000,000","178,750",0,"29,467,361","172,659,787","996,500","27,360,228","14,542,463"
(주)SIMPAC,009160,2018/12,"681,750,819","246,717,950","435,032,869","310,736,335","228,518,804","18,199,146","112,467,533","83,584,396","110,042,965",0,"105,000,000","123,750",0,"43,116,640","357,331,367","2,455,805","52,474,033","32,714,758"
(주)SIMPAC,009160,2019/12,"679,145,850","237,950,364","441,195,485","289,195,402","219,489,571","18,460,793","127,867,537","70,072,876","88,166,502",0,"126,700,000","68,750",0,"32,704,191","263,608,239","2,066,348","35,449,188","32,714,758"
(주)SIMPAC,009160,2020/12,"737,277,692","273,291,527","463,986,165","353,237,849","249,080,266","24,211,261","123,731,014","63,045,886","131,733,391",0,"142,200,000","13,750",0,"46,995,987","227,992,661","2,761,253","36,859,666","32,714,758"
(주)SIMPAC,009160,2021/12,"903,229,593","356,567,304","546,662,289","542,192,190","331,370,731","25,196,573","218,520,860","102,663,360","170,336,468",0,"177,300,000",0,0,"40,384,548","221,270,861","4,139,593","52,334,976","32,714,758"
(주)SIMPAC,009160,2022/12,"965,098,439","365,415,682","599,682,757","576,766,848","339,349,817","26,065,865","209,253,334","103,599,136","209,244,754",0,"231,570,000","9,000,000",0,"15,145,691","241,529,414","2,460,198","46,279,938","32,714,758"
(주)SIMPAC,009160,2023/12,"1,057,913,470","475,335,058","582,578,412","643,820,011","453,802,895","21,532,162","333,188,543","88,582,763","198,639,442",0,"321,886,523","3,000,000",0,"23,523,179","257,486,883","6,384,052",0,"32,714,758"
(주)SIMPAC,009160,2024/12,"1,079,604,688","474,348,566","605,256,122","584,417,406","437,888,404","36,460,162","130,000,342","118,864,700","299,020,107",0,"245,700,000","13,000,000",0,"32,164,505","324,320,416","19,736,764","105,328,629","32,714,758"
(주)SIMPAC,009160,2025/12,"1,333,843,318","663,504,758","670,338,560","684,662,520","632,273,203","31,231,555","191,369,577","131,813,365","324,894,896",0,"457,185,055",0,0,"31,991,009","420,710,572","19,885,107","70,901,424","32,685,484"
(주)STX,011810,2013/12,"1,342,520,000","1,852,183,000","-509,663,000","793,607,000","1,278,680,000","573,503,000","65,147,000","318,920,000","94,076,000",,"542,454,000","391,286,000","144,989,000","199,238,000","215,510,000","10,465,000","60,798,000","153,838,000"
(주)STX,011810,2014/12,"1,255,002,000","1,161,340,000","93,662,000","893,610,000","788,697,000","372,643,000","111,282,000","231,173,000","207,648,000",,"512,227,000","214,556,000","153,970,000","128,067,000","108,080,000","4,018,000","42,437,000","74,756,000"
(주)STX,011810,2015/12,"1,267,224,000","1,194,882,000","72,342,000","902,119,000","866,685,000","328,197,000","77,005,000","196,846,000","316,312,000",,"578,844,000","165,235,000","139,919,000","168,094,000","101,700,000","3,950,000","29,435,000","74,842,000"
(주)STX,011810,2016/12,"707,709,000","1,038,305,000","-330,596,000","486,347,000","974,743,000","63,562,000","47,692,000","151,385,000","226,131,000",,"574,539,000","30,940,000",0,"93,777,000","73,715,000","3,432,000","14,796,000","118,473,000"
(주)STX,011810,2017/12,"627,542,000","584,982,000","42,560,000","475,786,000","553,981,000","31,001,000","95,504,000","150,002,000","181,620,000",,"253,322,000","19,343,000",0,"116,542,000","70,760,000","2,750,000","23,189,000","47,834,000"
(주)STX,011810,2018/12,"554,061,000","490,033,000","64,028,000","422,861,000","463,598,000","26,435,000","44,279,000","168,448,000","129,417,000",0,"305,981,000","22,595,000",0,"76,685,000","74,249,000","3,007,000",0,"49,317,000"
(주)STX,011810,2019/12,"560,107,000","503,816,000","56,291,000","386,401,000","439,806,000","64,010,000","40,025,000","184,444,000","118,778,000",0,"264,271,000","38,017,000",0,"102,262,000","90,288,000","2,777,000",0,"49,317,000"
(주)STX,011810,2020/12,"617,563,000","535,834,000","81,729,000","319,912,000","458,274,000","77,560,000","26,120,000","145,397,000","102,015,000",0,"277,547,000","27,674,000",0,"103,467,000","192,438,000","2,547,000",0,"49,317,000"
(주)STX,011810,2021/12,"676,149,000","553,619,000","122,530,000","366,237,000","448,391,000","105,228,000","19,596,000","206,517,000","111,881,000",0,"252,281,000","30,523,000","25,000,000","124,360,000","245,426,000","2,198,000",0,"71,554,000"
(주)STX,011810,2022/12,"741,784,000","639,377,000","102,407,000","465,066,000","541,861,000","97,516,000","18,733,000","275,114,000","91,873,000",0,"348,729,000","27,979,000","40,000,000","98,020,000","218,439,000","2,347,000",0,"71,554,000"
(주)STX,011810,2023/12,"578,680,000","430,038,000","148,642,000","320,667,000","397,619,000","32,419,000","48,374,000","123,373,000","64,659,000",0,"292,426,000","6,953,000",0,"56,936,000","205,004,000","1,736,000",0,"77,545,000"
(주)STX,011810,2024/12,"576,408,000","457,751,000","118,657,000","285,265,000","422,042,000","35,709,000","44,975,000","101,961,000","77,465,000",0,"306,627,000","11,936,000",0,"70,511,000","204,240,000","2,288,000",0,"77,545,000"
(주)STX,011810,2025/12,"461,095,000","510,537,000","-49,442,000","215,093,000","468,553,000","41,984,000","26,577,000","87,698,000","56,853,000",0,"297,358,000","10,081,000",0,"25,935,000","196,471,000","1,543,000",0,"77,545,000"
(주)STX그린로지스,465770,2023/12,"73,934,283","43,494,937","30,439,346","23,994,397","24,246,703","19,248,234","4,311,609","15,136,371","1,492,180",0,0,"14,892,570",0,0,"39,761,940","15,200",0,"17,927,580"
(주)STX그린로지스,465770,2024/12,"239,026,713","163,553,214","75,473,498","54,306,005","99,153,865","64,399,349","15,483,628","15,159,757","6,046,187",0,0,"50,109,925",0,0,"122,537,413","4,050,517",0,"17,927,580"
(주)STX그린로지스,465770,2025/12,"158,775,997","128,693,385","30,082,612","35,648,544","98,200,303","30,493,082","8,833,374","10,856,222","4,195,901",0,"17,775,000","25,063,152",0,"13,774,200","91,354,896","3,971,547","3,602,921","17,927,580"
(주)TCC스틸,002710,2013/12,"543,708,595","337,970,494","205,738,102","220,034,732","155,751,890","182,218,604","13,813,767","68,316,114","117,184,576",,"68,381,264","119,777,726","28,208,260","38,783,690","156,557,380","3,689,683","67,821","18,000,000"
(주)TCC스틸,002710,2014/12,"551,000,563","361,962,559","189,038,004","233,224,033","283,660,429","78,302,130","5,864,762","86,970,515","124,343,812",,"121,546,985","30,545,120","15,041,620","37,920,178","151,621,286","3,417,723","34,555","19,000,000"
(주)TCC스틸,002710,2015/12,"376,394,571","290,382,095","86,012,476","240,184,174","153,614,700","136,767,395","10,425,620","67,719,623","48,965,898",,"40,104,555","113,039,900","17,000,000","38,223,007","71,859,909","2,669,608","4,087,242","22,342,500"
(주)TCC스틸,002710,2016/12,"282,914,735","179,577,101","103,337,634","120,777,516","94,244,692","85,332,409","8,916,043","57,654,611","51,850,499",,"40,670,209","60,103,220","17,000,000","25,582,561","64,693,517","2,881,754","7,372","22,342,500"
(주)TCC스틸,002710,2017/12,"278,692,540","177,776,736","100,915,803","120,243,911","160,048,884","17,727,853","8,669,938","48,408,783","52,771,855",,"41,668,435","178,740",0,"20,150,484","58,943,990","2,881,754","137,288","22,342,500"
(주)TCC스틸,002710,2018/12,"304,781,579","192,535,369","112,246,210","152,165,969","93,172,096","99,363,273","23,250,080","42,246,665","69,197,191",0,"41,720,321","78,588,608",0,"33,048,342","55,878,504","2,863,254","3,371","22,342,500"
(주)TCC스틸,002710,2019/12,"314,210,087","197,366,953","116,843,135","148,991,647","165,995,910","31,371,043","14,972,034","45,242,999","72,619,098",0,"49,412,479","8,063,000",0,"29,636,313","59,322,335","2,863,254","52,855","22,342,500"
(주)TCC스틸,002710,2020/12,"306,758,932","185,628,052","121,130,879","136,857,884","133,757,972","51,870,080","13,900,650","52,405,293","54,240,200",0,"30,931,507","6,539,560","30,000,000","18,949,735","61,181,028","4,496,240","9,288","23,000,000"
(주)TCC스틸,002710,2021/12,"366,996,615","211,767,466","155,229,149","201,980,329","138,686,005","73,081,461","41,739,167","78,540,225","74,684,208",0,"76,517,990","5,162,285","41,170,076","33,775,524","63,370,170","4,649,783","604,063","23,500,000"
(주)TCC스틸,002710,2022/12,"507,482,317","298,677,336","208,804,980","276,384,672","251,903,596","46,773,741","32,592,300","98,897,502","117,113,468",0,"112,275,484","35,054,894",0,"65,996,328","122,062,848","4,477,674","777,954","25,386,019"
(주)TCC스틸,002710,2023/12,"559,737,446","324,690,124","235,047,322","229,620,812","219,768,079","104,922,046","25,903,302","82,046,899","111,271,347",0,"142,521,520","63,359,722","34,211,464","40,995,694","212,663,883","4,591,236","414,728","26,213,697"
(주)TCC스틸,002710,2024/12,"573,950,625","314,934,973","259,015,651","226,678,498","271,028,506","43,906,468","7,792,834","85,484,029","118,619,700",0,"98,259,643","5,876,400","30,000,000","47,137,931","225,060,121","4,426,215","316,308","26,213,697"
(주)TCC스틸,002710,2025/12,"574,103,492","325,214,311","248,889,181","231,689,932","215,261,502","109,952,810","26,368,903","89,675,056","106,086,842",0,"79,588,449","43,824,800","58,376,857","55,270,394","218,068,255","3,746,834","2,870,650","26,213,697"
(주)강원랜드,035250,2013/12,"3,102,036,846","584,340,350","2,517,696,496","1,080,401,909","570,217,325","14,123,025","166,942,949","7,394,704","1,493,306",,0,0,0,"2,218,517","1,385,719,165","3,648,853","8,230,082","106,970,250"
(주)강원랜드,035250,2014/12,"3,375,127,289","669,769,805","2,705,357,485","1,371,825,587","624,516,570","45,253,235","101,994,727","6,582,920","1,204,918",,0,0,0,"3,263,417","1,387,584,592","3,213,785","6,683,552","106,970,250"
(주)강원랜드,035250,2015/12,"3,690,791,830","693,036,625","2,997,755,205","1,750,420,316","664,599,978","28,436,647","105,718,151","5,436,891","1,621,646",,0,0,0,"3,607,101","1,353,560,925","2,534,715","4,133,026","106,970,250"
(주)강원랜드,035250,2016/12,"3,978,987,574","726,260,115","3,252,727,459","1,809,513,458","718,893,173","7,366,942","92,998,434","5,089,200","1,309,513",,0,"940,000",0,"3,084,179","1,315,715,882","1,855,455","5,233,090","106,970,250"
(주)강원랜드,035250,2017/12,"4,185,657,487","684,421,554","3,501,235,933","2,164,296,051","681,337,932","3,083,622","105,573,030","5,442,780","1,299,617",,0,"1,400,000",0,"3,361,320","1,297,980,610","1,251,679","6,561,692","106,970,250"
(주)강원랜드,035250,2018/12,"4,231,241,354","644,464,265","3,586,777,089","1,759,033,105","636,028,473","8,435,792","48,854,127","10,584,690","1,148,805",0,0,0,0,"3,561,607","1,314,038,393","865,617","7,700,683","106,970,250"
(주)강원랜드,035250,2019/12,"4,438,119,306","720,360,229","3,717,759,076","1,878,191,161","651,342,607","69,017,623","60,665,205","8,657,399","3,636,529",0,0,0,0,"3,857,898","1,370,568,026","3,901,557","8,683,957","106,970,250"
(주)강원랜드,035250,2020/12,"3,641,632,201","394,603,621","3,247,028,580","1,498,178,291","329,969,961","64,633,659","66,052,963","2,919,376","2,159,928",0,0,0,0,"1,226,093","1,349,374,167","3,849,021","5,563,213","106,970,250"
(주)강원랜드,035250,2021/12,"3,827,273,464","574,480,852","3,252,792,611","1,657,033,997","506,759,505","67,721,347","206,399,109","4,047,468","3,404,349",0,0,0,0,"2,653,307","1,303,997,346","3,148,289","7,205,301","106,970,250"
(주)강원랜드,035250,2022/12,"4,167,752,671","752,374,770","3,415,377,901","1,206,402,286","687,658,757","64,716,013","101,060,567","5,152,850","4,027,396",0,0,"4,550,000",0,"3,283,415","1,257,950,924","2,761,161","15,801,055","106,970,250"
(주)강원랜드,035250,2023/12,"4,448,655,838","770,755,022","3,677,900,816","1,391,068,809","701,132,109","69,622,913","166,186,546","6,539,098","5,522,131",0,0,"3,050,000",0,"3,396,652","1,234,407,714","1,771,811","15,355,477","106,970,250"
(주)강원랜드,035250,2024/12,"4,700,641,155","816,978,341","3,883,662,814","1,213,770,948","749,911,257","67,067,084","244,499,637","7,740,359","4,403,372",0,0,"6,500,000",0,"3,880,829","1,253,724,036","13,329,498","14,980,290","106,970,250"
(주)강원랜드,035250,2025/12,"4,845,197,185","880,678,349","3,964,518,836","3,238,176,341","802,657,029","78,021,320","200,357,737","6,750,713","5,502,001",0,"6,500,000",0,0,"5,253,914","1,318,009,086","18,257,998","15,469,677","106,970,250"
(주)갤럭시아에스엠,011420,2013/12,"37,636,664","16,143,563","21,493,102","19,899,780","13,503,615","2,639,947","3,244,954","4,956,683","126,351",,"3,450,000","444,977",0,"1,576,120","3,092,608","4,875,056","1,782,122","9,811,212"
(주)갤럭시아에스엠,011420,2014/12,"45,274,078","22,068,570","23,205,508","26,742,964","17,868,979","4,199,591","2,618,862","6,615,820","508,736",,"1,400,000","1,778,928",0,"2,389,683","3,055,021","5,832,199","1,038,140","9,811,212"
(주)갤럭시아에스엠,011420,2015/12,"68,686,992","18,947,950","49,739,042","44,426,010","16,873,228","2,074,722","22,026,045","4,611,248","11,280",,"900,000","478,600",0,"2,901,363","2,905,233","3,774,320","2,869,525","13,774,822"
(주)갤럭시아에스엠,011420,2016/12,"58,444,606","13,597,774","44,846,832","37,929,417","12,464,561","1,133,214","19,322,377","6,431,047",0,,0,0,0,"4,302,476","2,588,337","3,048,911",0,"13,774,822"
(주)갤럭시아에스엠,011420,2017/12,"49,831,109","9,336,773","40,494,336","28,750,883","8,744,690","592,083","9,869,416","7,542,791",0,,0,0,0,"2,973,757","364,072","2,602,158",0,"13,774,822"
(주)갤럭시아에스엠,011420,2018/12,"33,253,331","6,781,168","26,472,162","14,251,248","6,670,268","110,900","8,090,099","5,719,635",0,0,0,0,0,"1,700,468","251,603","1,382,630","1,210,001","13,774,822"
(주)갤럭시아에스엠,011420,2019/12,"28,241,598","6,442,848","21,798,750","13,644,588","6,311,576","131,271","7,595,995","5,897,430",0,0,0,0,0,"1,350,936","511,985","1,328,600","2,672,807","13,774,822"
(주)갤럭시아에스엠,011420,2020/12,,,,,,,,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2021/12,,,,,,,,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2022/12,,,,,,,,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2023/12,,,,,,,,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2024/12,,,,,,,,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2025/12,,,,,,,,,,,,,,,,,,
(주)경농,002100,2013/12,"255,984,725","92,827,213","163,157,512","129,526,582","72,472,377","20,354,836","10,238,398","22,766,814","98,860,077",,"39,252,112","6,635,226",0,"17,503,694","101,211,463","5,181,321","1,636,523","10,845,875"
(주)경농,002100,2014/12,"284,623,063","115,707,163","168,915,900","139,646,908","90,426,180","25,280,983","15,918,535","26,488,328","98,308,244",,"52,465,899","9,302,713",0,"22,336,952","118,629,306","5,230,008","1,707,186","10,845,875"
(주)경농,002100,2015/12,"316,341,853","141,674,205","174,667,648","161,184,139","114,383,542","27,290,663","14,992,457","29,950,451","115,444,315",,"63,164,557","10,653,500",0,"23,122,407","122,071,383","5,216,557","2,327,427","10,845,875"
(주)경농,002100,2016/12,"320,915,151","136,946,019","183,969,132","156,061,222","112,348,070","24,597,949","9,556,001","33,292,892","115,876,266",,"62,069,012","6,789,500",0,"28,340,442","133,213,483","4,196,453","2,534,290","10,845,875"
(주)경농,002100,2017/12,"335,873,898","143,720,912","192,152,986","163,437,464","121,066,567","22,654,345","13,028,475","34,293,741","119,704,437",,"65,173,878","7,131,800",0,"29,526,311","140,283,689","4,050,376","3,057,456","10,845,875"
(주)경농,002100,2018/12,"357,260,541","155,806,650","201,453,891","169,982,099","128,301,300","27,505,350","12,294,658","34,470,614","120,967,753",0,"79,960,501","4,600,000",0,"24,114,639","142,669,413","4,130,006","3,349,720","10,845,875"
(주)경농,002100,2019/12,"370,874,091","168,988,819","201,885,272","185,020,093","122,608,005","46,380,814","11,857,938","34,654,361","133,714,688",0,"65,326,303","23,600,000",0,"27,979,140","139,475,078","4,221,280","3,135,206","10,845,875"
(주)경농,002100,2020/12,"371,525,656","160,153,423","211,372,233","192,497,278","134,039,319","26,114,104","13,332,466","33,957,163","137,861,427",0,"64,648,943","4,500,000",0,"28,852,476","136,536,154","3,900,849","3,411,261","10,845,875"
(주)경농,002100,2021/12,"388,785,779","151,976,386","236,809,394","206,547,237","123,054,677","28,921,709","26,360,974","39,014,361","136,702,685",0,"66,751,838","8,500,000",0,"26,671,498","140,576,279","3,772,449","2,306,545","10,845,875"
(주)경농,002100,2022/12,"448,632,689","188,148,525","260,484,164","260,765,668","156,932,087","31,216,438","42,515,480","49,411,772","162,194,642",0,"79,209,748","10,138,400",0,"34,259,899","145,721,740","3,736,408","4,466,318","10,845,875"
(주)경농,002100,2023/12,"448,592,734","180,131,702","268,461,032","259,940,118","158,323,199","21,808,502","32,981,898","61,558,605","159,477,563",0,"77,863,870",0,0,"38,835,623","141,920,449","3,666,539","2,467,500","10,845,875"
(주)경농,002100,2024/12,"489,019,204","210,427,634","278,591,570","281,270,525","181,636,551","28,791,083","42,911,529","58,224,124","170,905,905",0,"99,662,150","7,000,000",0,"37,415,556","159,701,622","3,597,112","8,627,599","10,845,875"
(주)경농,002100,2025/12,"486,456,900","198,104,327","288,352,574","272,610,902","178,079,787","20,024,540","18,580,366","57,160,033","183,368,265","236,523","123,785,710",0,0,"27,023,442","167,013,881","3,604,280","3,995,737","10,845,875"
(주)경동나비엔,009450,2013/12,"354,779,867","167,498,879","187,280,988","134,043,087","149,468,556","18,030,323","17,195,882","38,993,744","71,724,409",,"33,221,200","14,132,101",0,"50,650,491","184,422,743","9,800,601","8,205,605","12,739,510"
(주)경동나비엔,009450,2014/12,"401,658,957","211,637,077","190,021,880","159,947,056","186,324,883","25,312,194","19,589,424","41,167,793","83,525,372",,"82,110,660","19,525,050",0,"54,242,303","190,970,831","9,273,798","9,597,604","12,739,510"
(주)경동나비엔,009450,2015/12,"402,084,368","196,007,760","206,076,609","158,254,944","177,125,715","18,882,045","18,074,253","40,720,959","87,185,691",,"47,715,339","15,959,718",0,"65,252,087","195,089,500","8,759,343","8,400,355","12,739,510"
(주)경동나비엔,009450,2016/12,"429,754,702","190,992,511","238,762,190","175,420,277","177,489,101","13,503,411","22,305,248","51,051,560","89,997,026",,"18,305,153","10,988,469",0,"83,657,318","203,718,091","8,562,984","6,120,107","12,739,510"
(주)경동나비엔,009450,2017/12,"503,697,210","247,190,712","256,506,497","230,894,567","219,839,746","27,350,966","28,758,981","78,968,890","110,374,505",,"38,519,282","17,554,750",0,"92,109,771","221,945,791","8,811,016","13,092,412","12,739,510"
(주)경동나비엔,009450,2018/12,"583,595,818","303,492,202","280,103,616","287,001,959","275,122,471","28,369,731","26,239,934","94,866,914","150,049,770","654,006","97,542,506","18,171,374",0,"77,239,026","248,979,361","9,586,524","18,046,060","12,739,510"
(주)경동나비엔,009450,2019/12,"609,808,343","308,765,719","301,042,624","274,279,157","270,253,541","38,512,178","21,216,649","96,284,740","138,114,361","103,448","64,709,266","23,688,184",0,"92,666,117","278,770,581","9,700,146","1,209,557","12,739,510"
(주)경동나비엔,009450,2020/12,"734,688,738","386,524,892","348,163,846","360,418,517","337,976,617","48,548,275","37,229,751","91,377,135","177,987,455","909,398","98,646,389","13,346,619",0,"91,415,933","303,896,227","10,242,208","4,975,106","13,604,730"
(주)경동나비엔,009450,2021/12,"933,884,529","483,469,066","450,415,463","475,582,013","434,731,120","48,737,946","44,395,549","130,509,294","262,270,192","648,555","87,570,278","6,508,770",0,"171,609,430","363,078,107","12,179,952","1,407,916","14,568,592"
(주)경동나비엔,009450,2022/12,"1,018,019,428","500,314,844","517,704,585","523,037,782","423,564,089","76,750,755","77,689,475","115,426,705","311,939,316","1,185,282","154,745,298","26,674,095",0,"112,060,889","378,745,007","15,585,707","1,572,794","14,568,592"
(주)경동나비엔,009450,2023/12,"1,060,557,971","475,962,722","584,595,249","554,862,076","410,012,030","65,950,692","82,771,721","138,940,421","300,744,110","863,177","94,313,665","6,858,656",0,"152,647,192","394,375,084","18,515,752","2,661,872","14,568,592"
