회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),매출총이익(손실)(IFRS연결)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),법인세비용차감전순이익(손실)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),이자비용(IFRS연결)(천원)
(주)포스코인터내셔널,047050,2021/12,"33,948,864,785","32,814,145,555","1,134,719,230","585,385,807","488,700,366","356,487,962","82,451,000"
(주)포스코인터내셔널,047050,2022/12,"37,989,588,330","36,421,950,442","1,567,637,888","902,507,009","742,146,584","604,912,380","145,707,000"
(주)포스코인터내셔널,047050,2023/12,"33,132,821,374","31,293,287,571","1,839,533,803","1,163,112,035","914,622,211","680,419,303","282,071,000"
(주)포스코인터내셔널,047050,2024/12,"32,340,793,124","30,444,809,936","1,895,983,188","1,116,921,237","706,615,873","503,409,725","292,371,000"
(주)포스코인터내셔널,047050,2025/12,"32,373,603,908","30,437,865,028","1,935,738,880","1,165,316,105","835,144,476","636,802,406","267,007,000"
(주)포스코퓨처엠,003670,2019/12,"1,483,769,012","1,317,236,559","166,532,453","89,854,950","112,957,072","101,163,401","3,152,179"
(주)포스코퓨처엠,003670,2020/12,"1,566,235,713","1,421,843,201","144,392,513","60,269,660","34,740,376","29,747,509","6,924,531"
(주)포스코퓨처엠,003670,2021/12,"1,989,542,182","1,751,447,339","238,094,843","121,675,893","146,029,978","133,761,699","9,200,235"
(주)포스코퓨처엠,003670,2022/12,"3,301,915,805","2,967,157,795","334,758,010","165,871,670","133,944,948","121,928,567","11,560,528"
(주)포스코퓨처엠,003670,2023/12,"4,759,871,486","4,502,641,709","257,229,777","35,882,186","-16,092,096","4,435,220","50,542,077"
(주)포스코퓨처엠,003670,2024/12,"3,699,944,236","3,464,000,351","235,943,885","721,246","-431,906,272","-231,338,259","70,793,904"
(주)포스코퓨처엠,003670,2025/12,"2,938,698,184","2,682,479,712","256,218,472","32,827,283","-9,872,072","36,521,891","60,525,386"
(주)포스코플랜텍,051310,2013/12,"603,415,902","627,541,430","-24,125,528","-63,031,480","-85,935,535","-99,475,958","20,341,300"
(주)포스코플랜텍,051310,2014/12,"623,444,471","709,957,674","-86,513,203","-189,069,932","-254,138,856","-279,681,913","23,150,676"
(주)포스코플랜텍,051310,2015/12,"457,693,189","500,623,559","-42,930,370","-127,291,249","-343,184,386","-347,357,232","32,552,423"
(주)폴루스바이오팜,007630,2013/12,,,,,,,
(주)폴루스바이오팜,007630,2014/12,,,,,,,
(주)폴루스바이오팜,007630,2015/12,,,,,,,
(주)폴루스바이오팜,007630,2016/12,"29,861,276","28,112,075","1,749,201","-5,569,435","-10,223,388","-17,448,537","1,260,095"
(주)폴루스바이오팜,007630,2017/12,"29,622,795","28,449,676","1,173,119","-5,062,963","-2,976,487","-2,980,645","1,024,254"
(주)폴루스바이오팜,007630,2018/12,"10,163,550","9,234,485","929,065","-9,555,307","-23,920,649","-24,354,874","21,554,741"
(주)폴루스바이오팜,007630,2019/12,"9,486,236","8,647,942","838,294","-4,257,519","-13,260,704","-13,260,704","6,234,341"
(주)폴루스바이오팜,007630,2020/12,"6,516,190","5,879,872","636,317","-2,361,940","-4,343,113","-4,343,113","1,628,797"
(주)풀무원,017810,2013/12,"1,521,708,340","1,097,218,155","424,490,185","46,434,725","1,854,678","-12,027,983","24,442,925"
(주)풀무원,017810,2014/12,"1,678,094,350","1,205,283,624","472,810,726","53,264,332","79,656,223","50,537,783","20,693,675"
(주)풀무원,017810,2015/12,"1,846,488,477","1,357,159,369","489,329,108","39,532,915","31,178,787","12,199,867","13,715,328"
(주)풀무원,017810,2016/12,"2,030,673,098","1,489,776,123","540,896,975","37,944,670","28,897,923","9,977,820","11,590,147"
(주)풀무원,017810,2017/12,"2,238,114,683","1,651,742,342","586,372,341","53,472,587","51,696,477","30,406,813","11,774,211"
(주)풀무원,017810,2018/12,"2,271,973,132","1,712,942,549","559,030,583","40,247,971","27,590,335","12,638,785","14,099,741"
(주)풀무원,017810,2019/12,"2,381,451,203","1,791,427,155","590,024,048","30,570,665","6,886,489","-7,535,425","25,692,977"
(주)풀무원,017810,2020/12,"2,311,199,992","1,699,705,812","611,494,180","45,970,066","17,955,342","11,833,778","27,204,351"
(주)풀무원,017810,2021/12,"2,518,896,106","1,862,661,385","656,234,721","38,513,883","13,508,680","304,156","29,051,961"
(주)풀무원,017810,2022/12,"2,838,303,860","2,137,885,216","700,418,645","26,331,501","-18,413,094","-36,967,492","39,169,578"
(주)풀무원,017810,2023/12,"2,993,468,191","2,234,426,797","759,041,394","61,981,275","14,311,710","13,357,628","56,168,133"
(주)풀무원,017810,2024/12,"3,213,696,854","2,399,221,776","814,475,078","91,829,408","40,970,069","34,386,551","66,048,517"
(주)풀무원,017810,2025/12,"3,380,189,223","2,548,564,655","831,624,568","93,173,091","30,806,988","15,159,941","62,855,752"
(주)풍산,103140,2013/12,"3,022,001,155","2,762,447,189","259,553,966","133,112,473","100,546,652","60,503,280","49,091,889"
(주)풍산,103140,2014/12,"3,000,256,080","2,751,137,029","249,119,050","127,592,391","102,913,425","73,734,126","45,124,909"
(주)풍산,103140,2015/12,"2,819,677,315","2,579,417,194","240,260,121","111,054,254","79,811,644","51,652,436","39,704,167"
(주)풍산,103140,2016/12,"2,831,770,052","2,460,679,668","371,090,384","217,800,764","182,161,809","137,705,683","31,908,620"
(주)풍산,103140,2017/12,"2,944,963,083","2,536,521,508","408,441,575","241,068,224","204,789,808","150,694,835","27,594,094"
(주)풍산,103140,2018/12,"2,774,499,775","2,507,344,413","267,155,362","107,501,137","87,370,961","62,100,098","28,665,729"
(주)풍산,103140,2019/12,"2,451,305,535","2,263,690,813","187,614,723","41,142,663","26,347,561","17,625,569","29,731,625"
(주)풍산,103140,2020/12,"2,593,636,026","2,322,565,321","271,070,705","121,208,787","98,972,705","71,907,051","20,929,504"
(주)풍산,103140,2021/12,"3,509,498,279","3,009,895,071","499,603,208","314,125,036","306,844,286","243,387,044","18,807,088"
(주)풍산,103140,2022/12,"4,372,982,501","3,911,020,312","461,962,190","231,619,553","219,757,501","175,261,943","32,465,007"
(주)풍산,103140,2023/12,"4,125,263,947","3,684,408,051","440,855,897","228,636,481","201,086,566","156,440,327","39,193,238"
(주)풍산,103140,2024/12,"4,554,411,455","3,938,496,724","615,914,730","323,768,893","318,306,056","236,045,983","37,444,591"
(주)풍산,103140,2025/12,"5,048,580,387","4,473,813,050","574,767,337","297,427,463","235,542,113","147,164,434","37,295,992"
(주)풍산홀딩스,005810,2013/12,"277,190,876","220,185,770","57,005,106","38,748,368","40,184,068","35,013,792","1,729,211"
(주)풍산홀딩스,005810,2014/12,"273,098,423","211,392,634","61,705,790","42,492,474","52,608,893","44,936,888","1,449,388"
(주)풍산홀딩스,005810,2015/12,"272,085,363","216,548,923","55,536,441","35,597,887","41,469,123","36,043,561","1,353,825"
(주)풍산홀딩스,005810,2016/12,"297,587,275","210,808,580","86,778,696","66,523,270","68,370,475","61,162,441","1,161,376"
(주)풍산홀딩스,005810,2017/12,"314,763,117","217,660,911","97,102,206","73,629,196","76,269,348","67,705,336","1,253,713"
(주)풍산홀딩스,005810,2018/12,"306,063,836","244,862,358","61,201,478","36,543,323","40,478,172","35,462,840","1,297,699"
(주)풍산홀딩스,005810,2019/12,"264,414,749","230,847,565","33,567,183","10,790,650","19,623,693","24,174,967","1,732,591"
(주)풍산홀딩스,005810,2020/12,"265,940,731","225,162,593","40,778,137","9,409,006","8,431,162","13,088,889","1,984,793"
(주)풍산홀딩스,005810,2021/12,"487,784,678","361,538,872","126,245,806","96,828,239","200,831,677","173,751,309","2,197,950"
(주)풍산홀딩스,005810,2022/12,"387,671,435","279,405,729","108,265,706","80,160,432","88,055,476","73,235,786","2,087,646"
(주)풍산홀딩스,005810,2023/12,"406,728,731","310,378,346","96,350,384","67,837,648","65,374,214","83,387,284","2,716,761"
(주)풍산홀딩스,005810,2024/12,"449,393,917","313,131,568","136,262,349","104,749,838","106,060,052","99,951,700","3,183,835"
(주)풍산홀딩스,005810,2025/12,"432,529,869","337,994,073","94,535,796","66,801,089","66,359,945","74,363,462","3,849,054"
(주)플레이그램,009810,2013/12,"12,467,423","11,021,656","1,445,767","-2,905,058","26,435",-473,0
(주)플레이그램,009810,2014/12,"11,884,952","10,765,088","1,119,865","-2,225,150","-10,727,087","-10,562,630",0
(주)플레이그램,009810,2015/12,"27,036,654","25,027,754","2,008,901","-557,357","2,470,448","2,158,058","229,887"
(주)플레이그램,009810,2016/12,"18,298,055","17,814,156","483,899","-2,190,038","-1,865,302","-1,793,173","170,730"
(주)플레이그램,009810,2017/12,"28,103,183","26,556,257","1,546,926","-2,744,101","-6,742,730","-7,763,486","657,380"
(주)플레이그램,009810,2018/12,"6,528,350","6,174,900","353,449","-1,178,757","-13,244,619","-14,119,688","262,694"
(주)플레이그램,009810,2019/12,"8,774,910","8,385,653","389,257","-1,364,414","-2,826,721","-3,276,104","50,984"
(주)플레이그램,009810,2020/12,"34,094,043","31,557,782","2,536,261","-2,409,284","4,098,832","3,639,878","147,756"
(주)플레이그램,009810,2021/12,"40,831,807","37,818,829","3,012,978","-1,511,144","-17,827,549","-18,015,509","541,387"
(주)플레이그램,009810,2022/12,"131,301,687","106,592,446","24,709,241","-6,864,423","-1,966,402","-3,943,930","6,164,609"
(주)플레이그램,009810,2023/12,"214,420,294","167,267,173","47,153,120","-2,591,618","-43,536,432","-43,211,170","5,437,981"
(주)플레이그램,009810,2024/12,"268,344,392","218,963,408","49,380,984","-5,099,238","-6,974,170","-2,314,275","4,301,071"
(주)플레이그램,009810,2025/12,"250,921,655","200,101,004","50,820,652","-4,396,791","-3,278,203","-2,979,253","5,112,440"
(주)하나투어,039130,2013/12,"352,655,319",0,"352,655,319","40,359,407","48,849,610","36,062,740","194,779"
(주)하나투어,039130,2014/12,"385,457,930",0,"385,457,930","40,444,440","46,215,163","35,387,288","271,631"
(주)하나투어,039130,2015/12,"459,425,683",0,"459,425,683","44,749,505","46,946,098","34,161,709","405,423"
(주)하나투어,039130,2016/12,"595,538,710",0,"595,538,710","20,931,953","23,945,891","7,527,451","625,434"
(주)하나투어,039130,2017/12,"682,307,266",0,"682,307,266","40,830,361","38,023,279","12,714,207","728,089"
(주)하나투어,039130,2018/12,"828,273,952",0,"828,273,952","24,869,121","22,336,713","10,586,798","1,257,994"
(주)하나투어,039130,2019/12,"763,194,958",0,"763,194,958","5,936,343","-5,678,480","-11,951,852","10,558,280"
(주)하나투어,039130,2020/12,"109,571,614",0,"109,571,614","-114,866,698","-189,521,274","-218,571,040","8,935,581"
(주)하나투어,039130,2021/12,"40,258,282",0,"40,258,282","-127,293,510","-75,305,534","-70,446,260","7,669,043"
(주)하나투어,039130,2022/12,"114,969,463",0,"114,969,463","-101,184,086","-68,850,608","-64,572,425","2,817,733"
(주)하나투어,039130,2023/12,"411,611,609",0,"411,611,609","34,047,986","57,304,234","59,056,762","2,816,550"
(주)하나투어,039130,2024/12,"616,606,994",0,"616,606,994","50,919,002","69,252,724","99,079,353","2,425,361"
(주)하나투어,039130,2025/12,"586,902,971",0,"586,902,971","57,626,876","48,279,399","48,091,673","2,246,201"
(주)하이브,352820,2020/12,"796,283,397","421,538,126","374,745,271","145,515,649","126,246,523","87,061,118","3,886,518"
(주)하이브,352820,2021/12,"1,255,926,483","632,927,367","622,999,116","190,247,657","210,483,731","140,834,607","13,235,234"
(주)하이브,352820,2022/12,"1,776,153,957","933,514,576","842,639,381","236,907,930","96,484,650","48,032,125","34,614,190"
(주)하이브,352820,2023/12,"2,178,088,207","1,169,079,197","1,009,009,010","295,643,307","250,133,242","183,449,559","47,017,879"
(주)하이브,352820,2024/12,"2,255,648,536","1,295,840,399","959,808,137","184,045,287","19,424,821","-3,431,847","49,313,492"
(주)하이브,352820,2025/12,"2,649,870,246","1,714,004,745","935,865,501","49,318,276","-177,357,239","-254,385,318","49,368,721"
(주)하이스틸,071090,2013/12,,,,,,,
(주)하이스틸,071090,2014/12,,,,,,,
(주)하이스틸,071090,2015/12,,,,,,,
(주)하이스틸,071090,2016/12,,,,,,,
(주)하이스틸,071090,2017/12,"211,722,600","184,910,184","26,812,416","10,955,966","8,797,961","8,370,261","2,657,756"
(주)하이스틸,071090,2018/12,"170,541,410","166,237,469","4,303,941","-5,206,878","-7,930,642","-7,160,985","2,751,837"
(주)하이스틸,071090,2019/12,"214,251,803","202,210,526","12,041,277","1,108,837","349,517","31,538","2,745,732"
(주)하이스틸,071090,2020/12,"161,686,463","150,533,219","11,153,244","290,643","-1,213,549","-1,259,003","2,333,189"
(주)하이스틸,071090,2021/12,"226,150,662","196,166,561","29,984,102","14,638,315","13,944,410","11,512,025","2,731,270"
(주)하이스틸,071090,2022/12,"316,413,942","287,742,052","28,671,890","16,870,681","14,268,750","11,510,797","3,108,195"
(주)하이스틸,071090,2023/12,"256,655,947","242,679,630","13,976,316","3,386,283","2,112,088","1,306,918","3,671,411"
(주)하이스틸,071090,2024/12,"246,263,519","230,470,694","15,792,826","911,764","-702,818","-1,104,636","3,226,693"
(주)하이스틸,071090,2025/12,"256,623,289","235,240,251","21,383,038","-3,324,575","-6,217,843","-4,577,352","2,702,507"
(주)한국전자홀딩스,006200,2013/12,"238,172,983","215,420,918","22,752,065","-4,138,573","-10,323,763","-8,315,523","2,324,898"
(주)한국전자홀딩스,006200,2014/12,"189,530,544","168,594,756","20,935,788","-332,901","1,145,411","1,098,429","1,391,064"
(주)한국전자홀딩스,006200,2015/12,"149,195,543","133,124,421","16,071,122","-1,442,149","-7,611,104","-8,349,769","639,067"
(주)한국전자홀딩스,006200,2016/12,"139,431,519","123,748,429","15,683,090","-2,164,249","-841,671","-13,016,524","279,892"
(주)한국전자홀딩스,006200,2017/12,"257,369,643","209,918,089","47,451,553","6,245,305","4,116,176","4,990,580","3,906,580"
(주)한국전자홀딩스,006200,2018/12,"234,220,979","190,123,415","44,097,564","3,233,417","1,011,864","1,060,291","2,814,919"
(주)한국전자홀딩스,006200,2019/12,"217,023,310","187,575,045","29,448,265","-12,104,566","-25,100,368","-23,794,401","3,468,028"
(주)한국전자홀딩스,006200,2020/12,"221,480,449","181,284,214","40,196,235","-195,792","-35,383,241","-34,799,538","3,182,665"
(주)한국전자홀딩스,006200,2021/12,"331,176,392","250,889,727","80,286,665","38,507,381","28,613,111","29,177,554","3,118,037"
(주)한국전자홀딩스,006200,2022/12,"323,979,889","251,985,661","71,994,228","30,029,848","31,896,632","31,243,298","2,778,667"
(주)한국전자홀딩스,006200,2023/12,"266,806,351","249,017,593","17,788,758","-24,677,104","-24,471,052","-28,809,055","3,160,316"
(주)한국전자홀딩스,006200,2024/12,"294,303,955","252,249,096","42,054,858","-4,125,573","-1,180,685","-3,371,470","2,525,087"
(주)한국전자홀딩스,006200,2025/12,"275,886,966","240,339,362","35,547,605","-14,050,516","-18,163,967","-19,780,496","2,190,148"
(주)한국종합기술,023350,2013/12,,,,,,,
(주)한국종합기술,023350,2014/12,,,,,,,
(주)한국종합기술,023350,2015/12,,,,,,,
(주)한국종합기술,023350,2016/12,,,,,,,
(주)한국종합기술,023350,2017/12,,,,,,,
(주)한국종합기술,023350,2018/12,,,,,,,
(주)한국종합기술,023350,2019/12,,,,,,,
(주)한국종합기술,023350,2020/12,,,,,,,
(주)한국종합기술,023350,2021/12,,,,,,,
(주)한국종합기술,023350,2022/12,,,,,,,
(주)한국종합기술,023350,2023/12,,,,,,,
(주)한국종합기술,023350,2024/12,,,,,,,
(주)한국종합기술,023350,2025/12,"412,908,754","375,627,986","37,280,768","6,039,607","12,315,453","8,539,936","835,351"
(주)한국카본,017960,2013/12,"240,836,184","194,875,595","45,960,589","26,273,814","22,438,746","14,823,927","847,739"
(주)한국카본,017960,2014/12,"231,067,207","190,578,482","40,488,725","23,253,539","25,748,320","19,731,902","277,771"
(주)한국카본,017960,2015/12,"242,541,950","197,783,084","44,758,866","25,527,558","30,351,031","22,691,317","294,735"
(주)한국카본,017960,2016/12,"257,626,475","207,678,485","49,947,990","26,888,601","24,496,947","16,470,646","329,776"
(주)한국카본,017960,2017/12,"239,057,382","211,950,331","27,107,052","4,875,047","2,944,864","744,134","281,308"
(주)한국카본,017960,2018/12,"226,695,050","201,031,588","25,663,462","6,173,678","5,878,028","-2,978,652","267,648"
(주)한국카본,017960,2019/12,"273,402,503","224,569,689","48,832,813","25,286,667","23,830,631","17,701,680","403,025"
(주)한국카본,017960,2020/12,"411,665,264","307,175,187","104,490,078","75,727,690","73,983,686","57,379,486","383,582"
(주)한국카본,017960,2021/12,"367,827,134","306,977,511","60,849,624","32,732,356","28,459,958","14,348,610","478,173"
(주)한국카본,017960,2022/12,"369,270,866","313,197,560","56,073,306","24,798,059","28,900,102","20,260,871","913,530"
(주)한국카본,017960,2023/12,"594,417,384","531,263,336","63,154,048","16,465,725","-7,063,419","-13,449,428","4,526,311"
(주)한국카본,017960,2024/12,"741,740,847","624,158,340","117,582,507","45,446,302","28,439,207","20,321,352","5,057,760"
(주)한국카본,017960,2025/12,"908,810,220","695,895,955","212,914,265","130,950,532","131,863,608","101,743,537","6,092,089"
(주)한국특강,007280,2013/12,,,,,,,
(주)한국특강,007280,2014/12,,,,,,,
(주)한국특강,007280,2015/12,,,,,,,
(주)한국특강,007280,2016/12,,,,,,,
(주)한국특강,007280,2017/12,,,,,,,
(주)한국특강,007280,2018/12,,,,,,,
(주)한국특강,007280,2019/12,,,,,,,
(주)한국특강,007280,2020/12,,,,,,,
(주)한국특강,007280,2021/12,,,,,,,
(주)한국특강,007280,2022/12,,,,,,,
(주)한국특강,007280,2023/12,,,,,,,
(주)한국특강,007280,2024/12,,,,,,,
(주)한국특강,007280,2025/12,,,,,,,
(주)한국화장품제조,003350,2013/12,,,,,,,
(주)한국화장품제조,003350,2014/12,,,,,,,
(주)한국화장품제조,003350,2015/12,,,,,,,
(주)한국화장품제조,003350,2016/12,,,,,,,
(주)한국화장품제조,003350,2017/12,,,,,,,
(주)한국화장품제조,003350,2018/12,,,,,,,
(주)한국화장품제조,003350,2019/12,,,,,,,
(주)한국화장품제조,003350,2020/12,,,,,,,
(주)한국화장품제조,003350,2021/12,,,,,,,
(주)한국화장품제조,003350,2022/12,,,,,,,
(주)한국화장품제조,003350,2023/12,,,,,,,
(주)한국화장품제조,003350,2024/12,,,,,,,
(주)한국화장품제조,003350,2025/12,,,,,,,
(주)한농화성,011500,2013/12,,,,,,,
(주)한농화성,011500,2014/12,,,,,,,
(주)한농화성,011500,2015/12,,,,,,,
(주)한농화성,011500,2016/12,,,,,,,
(주)한농화성,011500,2017/12,,,,,,,
(주)한농화성,011500,2018/12,,,,,,,
(주)한농화성,011500,2019/12,,,,,,,
(주)한농화성,011500,2020/12,,,,,,,
(주)한농화성,011500,2021/12,,,,,,,
(주)한농화성,011500,2022/12,,,,,,,
(주)한농화성,011500,2023/12,,,,,,,
(주)한농화성,011500,2024/12,,,,,,,
(주)한농화성,011500,2025/12,,,,,,,
(주)한독,002390,2013/12,"327,936,251","228,815,516","99,120,735","7,462,220","15,523,246","12,309,555","1,813,723"
(주)한독,002390,2014/12,,,,,,,
(주)한독,002390,2015/12,"358,447,724","238,210,291","120,237,433","6,221,258","-717,290","-1,802,720","2,740,205"
(주)한독,002390,2016/12,"396,134,014","268,623,976","127,510,038","3,640,307","-9,775,014","-7,400,629","3,098,629"
(주)한독,002390,2017/12,"417,970,014","285,109,722","132,860,292","-1,870,621","6,696,015","3,453,096","5,631,746"
(주)한독,002390,2018/12,"446,731,041","288,960,734","157,770,307","22,081,199","9,344,307","7,062,695","5,864,901"
(주)한독,002390,2019/12,"473,000,100","307,002,271","165,997,829","27,467,270","48,469,658","33,925,733","6,625,940"
(주)한독,002390,2020/12,"503,611,880","335,220,617","168,391,263","28,376,315","42,127,659","26,978,482","6,762,566"
(주)한독,002390,2021/12,"517,641,069","350,092,846","167,548,223","28,006,350","4,768,296","3,288,807","5,763,492"
(주)한독,002390,2022/12,"543,759,152","370,045,336","173,713,816","28,496,186","7,316,158","10,595,833","8,228,484"
(주)한독,002390,2023/12,"522,741,080","356,393,415","166,347,664","12,578,832","-33,507,871","-28,940,426","13,781,043"
(주)한독,002390,2024/12,"507,358,329","349,944,409","157,413,920","538,507","-61,661,305","-52,665,956","17,304,479"
(주)한독,002390,2025/12,"535,137,855","376,210,302","158,927,553","3,291,477","-7,514,967","-2,238,117","19,513,528"
(주)한미글로벌건축사사무소,053690,2013/12,"182,533,119","137,136,682","45,396,437","8,302,904","8,413,771","6,068,175","1,848,314"
(주)한미글로벌건축사사무소,053690,2014/12,"165,403,995","116,775,080","48,628,915","10,335,747","9,568,509","7,323,750","890,429"
(주)한미글로벌건축사사무소,053690,2015/12,"166,822,814","112,335,477","54,487,337","12,339,821","11,240,756","6,685,425","1,073,798"
(주)한미글로벌건축사사무소,053690,2016/12,"169,053,494","110,860,912","58,192,582","9,434,792","12,475,076","8,973,344","187,466"
(주)한미글로벌건축사사무소,053690,2017/12,"200,835,862","132,300,286","68,535,576","10,821,057","11,683,938","9,707,584","236,271"
(주)한미글로벌건축사사무소,053690,2018/12,"207,721,612","136,737,444","70,984,168","10,995,734","11,965,581","7,146,322","340,943"
(주)한미글로벌건축사사무소,053690,2019/12,"294,657,922","207,921,550","86,736,372","24,407,031","26,834,547","23,408,893","392,510"
(주)한미글로벌건축사사무소,053690,2020/12,"232,573,115","151,422,905","81,150,210","16,500,753","14,719,770","10,364,662","541,403"
(주)한미글로벌건축사사무소,053690,2021/12,"270,091,695","180,639,885","89,451,810","19,637,903","20,842,434","16,010,650","1,075,720"
(주)한미글로벌건축사사무소,053690,2022/12,"374,414,324","250,505,399","123,908,925","30,651,133","32,693,558","26,923,928","2,390,262"
(주)한미글로벌건축사사무소,053690,2023/12,"412,914,975","278,614,123","134,300,852","29,630,959","21,534,151","16,670,160","3,736,272"
(주)한미글로벌건축사사무소,053690,2024/12,"424,771,849","272,966,288","151,805,562","33,916,675","30,931,648","22,876,486","2,726,340"
(주)한미글로벌건축사사무소,053690,2025/12,"448,833,661","306,395,331","142,438,330","30,613,575","30,982,116","19,601,450","4,541,712"
(주)한샘,009240,2013/12,"1,006,945,858","701,130,378","305,815,481","79,816,569","81,211,144","61,367,612","655,499"
(주)한샘,009240,2014/12,"1,325,043,301","917,126,891","407,916,410","110,404,163","117,421,590","86,692,477","1,161,163"
(주)한샘,009240,2015/12,"1,710,544,310","1,185,074,214","525,470,096","146,732,992","155,327,080","114,715,975","1,024,077"
(주)한샘,009240,2016/12,"1,934,547,149","1,335,770,027","598,777,122","159,593,399","170,109,106","127,527,432","1,108,371"
(주)한샘,009240,2017/12,"2,062,514,512","1,464,195,302","598,319,210","140,545,316","138,232,539","95,937,543","2,107,251"
(주)한샘,009240,2018/12,"1,928,463,279","1,416,652,352","511,810,927","56,033,229","124,702,617","89,957,037","2,287,351"
(주)한샘,009240,2019/12,"1,698,372,285","1,224,850,419","473,521,866","55,771,810","74,458,578","42,714,882","8,313,169"
(주)한샘,009240,2020/12,"2,067,468,663","1,525,159,297","542,309,365","93,106,901","95,490,468","66,840,592","7,345,856"
(주)한샘,009240,2021/12,"2,231,220,949","1,645,142,116","586,078,833","69,264,260","83,345,802","57,218,187","5,595,789"
(주)한샘,009240,2022/12,"2,000,906,066","1,561,690,220","439,215,846","-21,690,245","-83,461,022","-71,320,633","9,945,943"
(주)한샘,009240,2023/12,"1,966,947,034","1,534,585,459","432,361,575","1,946,609","-49,400,709","-62,155,232","13,298,578"
(주)한샘,009240,2024/12,"1,908,390,760","1,464,559,402","443,831,358","31,229,316","190,179,458","151,137,006","16,572,050"
(주)한샘,009240,2025/12,"1,744,538,347","1,312,318,424","432,219,923","18,491,335","48,780,714","46,281,084","17,044,198"
(주)한섬,020000,2013/12,"470,811,788","202,082,787","268,729,002","50,354,120","55,191,055","40,824,265","2,884,934"
(주)한섬,020000,2014/12,"524,898,580","228,980,867","295,917,713","45,696,250","53,880,979","36,375,237","3,750,899"
(주)한섬,020000,2015/12,"616,755,898","258,691,109","358,064,789","66,101,264","69,607,331","72,891,938","558,206"
(주)한섬,020000,2016/12,"711,998,209","309,608,089","402,390,119","72,028,391","77,409,359","56,475,911","341,906"
(주)한섬,020000,2017/12,"1,228,675,786","544,589,085","684,086,701","54,996,447","67,061,457","53,856,248","2,806,552"
(주)한섬,020000,2018/12,"1,299,209,402","552,395,720","746,813,682","91,982,724","97,751,573","74,357,934","2,253,070"
(주)한섬,020000,2019/12,"1,259,801,685","508,407,456","751,394,229","106,549,799","113,509,240","85,260,970","1,266,623"
(주)한섬,020000,2020/12,"1,195,899,640","490,189,972","705,709,669","102,052,975","112,211,360","84,888,784","906,421"
(주)한섬,020000,2021/12,"1,387,401,661","554,225,358","833,176,303","152,192,854","154,631,492","111,523,597","617,732"
(주)한섬,020000,2022/12,"1,542,221,683","597,248,095","944,973,588","168,315,661","161,773,697","120,699,266","4,104,596"
(주)한섬,020000,2023/12,"1,528,640,729","621,042,127","907,598,602","100,482,854","100,627,618","80,985,209","5,413,269"
(주)한섬,020000,2024/12,"1,485,263,895","631,341,527","853,922,368","63,471,661","56,807,519","43,314,643","3,897,539"
(주)한섬,020000,2025/12,"1,491,764,026","651,804,718","839,959,308","52,178,677","55,628,213","46,244,859","2,743,601"
(주)한솔케미칼,014680,2013/12,"317,046,839","257,354,634","59,692,205","27,747,450","25,370,448","20,294,730","6,568,890"
(주)한솔케미칼,014680,2014/12,"336,115,038","268,731,143","67,383,895","28,191,213","24,898,948","21,422,845","7,252,802"
(주)한솔케미칼,014680,2015/12,"368,026,063","276,132,715","91,893,348","49,001,547","42,634,928","34,294,928","7,392,729"
(주)한솔케미칼,014680,2016/12,"460,400,870","321,642,974","138,757,896","82,147,806","77,385,426","58,922,578","9,796,669"
(주)한솔케미칼,014680,2017/12,"521,574,392","379,287,402","142,286,991","79,151,814","74,708,560","58,071,494","9,514,412"
(주)한솔케미칼,014680,2018/12,"581,947,486","424,008,802","157,938,683","93,585,916","92,477,267","67,755,735","7,944,228"
(주)한솔케미칼,014680,2019/12,"587,561,120","411,808,496","175,752,625","111,415,756","118,067,294","91,031,210","9,634,092"
(주)한솔케미칼,014680,2020/12,"619,277,679","405,401,654","213,876,025","151,933,829","160,812,303","130,080,716","5,981,228"
(주)한솔케미칼,014680,2021/12,"768,688,181","500,716,457","267,971,723","197,684,583","208,702,123","158,670,882","5,773,295"
(주)한솔케미칼,014680,2022/12,"885,470,792","619,788,693","265,682,099","185,990,108","194,237,859","166,977,755","5,008,160"
(주)한솔케미칼,014680,2023/12,"771,654,642","566,694,534","204,960,107","124,144,351","135,592,436","108,690,123","5,790,813"
(주)한솔케미칼,014680,2024/12,"776,356,976","571,593,176","204,763,800","128,825,376","147,773,313","124,893,891","5,328,735"
(주)한솔케미칼,014680,2025/12,"883,968,714","633,599,177","250,369,537","156,233,147","179,541,421","148,134,824","7,264,749"
(주)한솔홈데코,025750,2013/12,"233,952,458","204,662,700","29,289,757","7,532,144","5,452,045","5,613,995","5,038,273"
(주)한솔홈데코,025750,2014/12,"235,256,768","206,518,618","28,738,149","4,455,455","735,947","146,828","4,460,003"
(주)한솔홈데코,025750,2015/12,"241,490,721","207,214,115","34,276,606","9,312,422","3,098,682","1,492,373","4,056,008"
(주)한솔홈데코,025750,2016/12,"235,363,284","194,237,889","41,125,395","13,091,759","10,803,478","7,487,736","3,605,274"
(주)한솔홈데코,025750,2017/12,"254,330,113","211,865,660","42,464,453","9,515,484","5,807,701","3,555,974","3,015,908"
(주)한솔홈데코,025750,2018/12,"296,884,850","255,224,169","41,660,681","9,179,971","15,774,478","11,663,572","3,298,719"
